playerId,playerName,team,position,season,role,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,AerialsWonPercentage,Pass%,GoalsConceded,GAA,Corners,GoalsFreeKick,HitWoodwork,PenaltyAttempts,PenaltiesSuccessful,YellowRedCards,Xg,Xgefficiency,TacklesWonPercentage,DuelsWonPercentage,AerialDuelsWonPercentage,CrossCompletePercentage,TotalDistanceCovered,AverageDistanceCovered,TotalDistanceCoveredWalking,AverageDistanceCoveredWalking,TotalDistanceCoveredJogging,AverageDistanceCoveredJogging,TotalDistanceCoveredLowIntensityRunning,AverageDistanceCoveredLowIntensityRunning,TotalDistanceCoveredSprinting,AverageDistanceCoveredSprinting,TotalDistanceCoveredHighIntensityRunning,AverageDistanceCoveredHighIntensityRunning,Sprints,DuelsWon,SavesMade-Parried,UnsuccessfulLongPasses,GoalAssists,PenaltyGoalsConceded,YellowCards,PenaltiesConceded,TotalLossesOfPossession,GoalsConcededOutsideBox,GoalKicks,TotalUnsuccessfulPasses(ExclCrosses&Corners),GkUnsuccessfulDistribution,TotalPasses,AerialDuelsWon,TotalFoulsWon,Drops,Recoveries,GamesPlayed,TotalTackles,Starts,TotalSuccessfulPasses(ExclCrosses&Corners),SuccessfulShortPasses,Catches,TotalFoulsConceded,AerialDuels,GkSuccessfulDistribution,PenaltiesFaced,Appearances,FoulAttemptedTackle,SuccessfulLaunches,Touches,SuccessfulPassesOppositionHalf,SuccessfulLongPasses,UnsuccessfulPassesOppositionHalf,CrossesNotClaimed,SavesMadeFromOutsideBox,SavesMade-Caught,UnsuccessfulPassesOwnHalf,LeftsidePasses,GoalsConcededInsideBox,ForwardPasses,DuelsLost,SavesMadeFromInsideBox,Putthrough/blockedDistribution,Duels,GroundDuels,KeyPasses(attemptAssists),UnsuccessfulShortPasses,SuccessfulOpenPlayPasses,UnsuccessfulLaunches,Index,TacklesWon,SavesMade,TotalClearances,OpenPlayPasses,SuccessfulPassesOwnHalf,Assists(intentional),CleanSheets,RightsidePasses,GroundDuelsWon,TimePlayed,Punches,GoalkeeperSmother,GroundDuelsLost,WinningGoal,PenaltiesSaved,Putthrough/blockedDistributionWon,SavesFromPenalty,CornersWon,SubstituteOff,SubstituteOn,HandballsConceded,TotalRedCards,SuccessfulDribbles,AerialDuelsLost,StraightRedCards,TimesTackled,UnsuccessfulLay-offs,TotalTouchesInOppositionBox,TotalShots,ShotsOffTarget(incWoodwork),TacklesLost,ShotsOnTarget(IncGoals),Interceptions,OwnGoalScored,ThrowInsToOwnPlayer,SuccessfulCrosses&Corners,SuccessfulCrossesOpenPlay,BlockedShots,GoalsFromInsideBox,UnsuccessfulCornersIntoBox,SuccessfulCornersIntoBox,ThrowInsToOppositionPlayer,CornersTaken(inclShortCorners),Goals,SuccessfulLay-offs,PenaltiesTaken,Blocks,RightFootGoals,Offsides,BackwardPasses,SecondGoalAssists,UnsuccessfulCrosses&Corners,UnsuccessfulCrossesOpenPlay,ThroughBalls,Overruns,UnsuccessfulDribbles,HomeGoals,AwayGoals,LeftFootGoals,LastPlayerTackle,HeadedGoals,OtherGoals,AttemptsFromSetPieces,ClearancesOffTheLine,RedCards-2ndYellow,PenaltyGoals,FoulWonPenalty,GoalsFromOutsideBox,PenaltiesOffTarget,SetPiecesGoals
cpl::Football_Player::23b3c07e1e8244ce8862a16e72956393,D. Parra,Forge,Defender,2024,defender,25,2124,2,2,19,4,6,2,28,40,35,0,7,1,0,87.0,28,1.19,12,0,0,0,0,0,0,0,57.14,52.0,63.27,16.07,0,0,0,0,0,0,0,0,0,0,0,0,0,156.0,,34.0,2.0,2.0,7.0,1.0,332.0,4.0,,169.0,,1287.0,31.0,35.0,,99.0,25.0,49.0,24.0,1118.0,1049.0,,40.0,49.0,,,25.0,22.0,4.0,1916.0,610.0,69.0,163.0,,,,51.0,128.0,24.0,418.0,144.0,,43.0,300.0,251.0,26.0,135.0,1079.0,9.0,10.0,28.0,,40.0,1246.0,521.0,2.0,7.0,534.0,125.0,2124.0,,,126.0,0.0,,20.0,,18.0,3.0,1.0,,1.0,41.0,18.0,,58.0,,42.0,19.0,13.0,21.0,6.0,31.0,,149.0,13.0,9.0,14.0,2.0,5.0,2.0,11.0,12.0,2.0,1.0,,4.0,,,207.0,,45.0,38.0,1.0,4.0,38.0,2.0,0.0,2.0,,,,1.0,,1.0,,1.0,,,
cpl::Football_Player::9dfa32fd254946aa9189e26a8888a192,E. Bah,Vancouver,Defender,2024,defender,14,698,2,0,7,2,4,0,13,16,19,2,2,1,0,76.0,13,1.68,0,0,1,0,0,0,0,0,72.22,42.86,35.29,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,,11.0,,1.0,2.0,,120.0,1.0,,59.0,,243.0,6.0,19.0,,41.0,14.0,18.0,7.0,184.0,172.0,,16.0,17.0,,,14.0,7.0,,424.0,95.0,12.0,52.0,,,,16.0,57.0,12.0,66.0,64.0,,19.0,112.0,95.0,3.0,48.0,180.0,7.0,10.0,13.0,,10.0,239.0,91.0,,,68.0,42.0,698.0,,,53.0,1.0,,9.0,,5.0,4.0,7.0,,1.0,5.0,11.0,,27.0,,12.0,7.0,3.0,5.0,4.0,4.0,,32.0,2.0,2.0,1.0,2.0,,,7.0,,2.0,2.0,,1.0,,2.0,52.0,,9.0,9.0,,1.0,15.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,
cpl::Football_Player::8c250cb48a3648f2bfe78681f613b119,G. Facchineri,Valour,Defender,2024,defender,26,1865,1,0,6,1,2,0,24,44,16,0,7,0,0,82.0,28,1.35,0,0,0,0,0,0,0,0,52.17,53.4,53.97,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.0,,128.0,,3.0,7.0,1.0,234.0,2.0,3.0,203.0,,1077.0,34.0,16.0,,92.0,26.0,46.0,21.0,874.0,801.0,,44.0,63.0,3.0,,26.0,15.0,8.0,1373.0,226.0,73.0,135.0,,,,71.0,223.0,26.0,441.0,89.0,,19.0,191.0,128.0,2.0,75.0,835.0,58.0,10.0,24.0,,92.0,1017.0,648.0,,3.0,348.0,68.0,1865.0,,,60.0,0.0,,15.0,,1.0,3.0,5.0,,,6.0,29.0,,11.0,,13.0,6.0,4.0,22.0,2.0,26.0,,10.0,,,1.0,1.0,,,5.0,,1.0,,,18.0,,,65.0,,3.0,3.0,,,2.0,0.0,1.0,,,1.0,,,,,,,,,
cpl::Football_Player::b48a3c5692c34ed3915577a233b54697,N. Abatneh,Inter Toronto,Defender,2024,defender,22,1671,1,0,5,1,1,0,14,16,19,0,4,0,0,91.0,24,1.29,0,0,0,0,0,0,0,0,51.85,53.91,46.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,,59.0,,2.0,4.0,,139.0,3.0,1.0,114.0,,1147.0,23.0,19.0,,63.0,22.0,27.0,20.0,1033.0,977.0,,16.0,50.0,1.0,,22.0,9.0,1.0,1363.0,212.0,56.0,71.0,,,,43.0,509.0,21.0,344.0,59.0,,17.0,128.0,78.0,1.0,55.0,989.0,27.0,10.0,14.0,,40.0,1100.0,821.0,,2.0,200.0,46.0,1671.0,,,32.0,0.0,,10.0,,2.0,6.0,2.0,,,1.0,27.0,,9.0,,9.0,5.0,4.0,13.0,1.0,23.0,,28.0,,,,1.0,,,13.0,,1.0,,,9.0,,,94.0,,,,,,2.0,1.0,0.0,,,,1.0,,,,,,,,
cpl::Football_Player::7205a0ef2aab4cf98da19157fb879f8a,E. Lajeunesse,Pacific,Defender,2024,defender,14,1198,0,0,2,0,0,0,20,13,17,0,2,0,0,79.0,15,1.13,0,0,0,0,0,0,0,0,64.52,61.02,62.86,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,,58.0,,1.0,2.0,,217.0,2.0,2.0,157.0,,725.0,22.0,17.0,,54.0,14.0,31.0,13.0,568.0,543.0,,13.0,35.0,2.0,,14.0,9.0,6.0,1026.0,226.0,25.0,107.0,,,,57.0,38.0,13.0,380.0,46.0,,36.0,118.0,83.0,5.0,99.0,541.0,37.0,10.0,20.0,,28.0,695.0,342.0,,5.0,239.0,50.0,1198.0,,,33.0,0.0,,20.0,,2.0,,1.0,1.0,,4.0,13.0,,13.0,,5.0,2.0,2.0,11.0,,21.0,,72.0,,,,,,,28.0,,,,,3.0,,,68.0,,7.0,7.0,,,5.0,,,,,,,,,,,,,,
cpl::Football_Player::6981001867ad42d9b6d9bfc216cfab71,D. Samuel,Forge,Defender,2024,defender,21,742,0,0,1,0,0,0,17,10,19,0,2,0,0,85.0,10,1.21,0,0,1,0,0,0,0,0,60.71,62.26,45.45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,,23.0,,1.0,2.0,1.0,101.0,1.0,,69.0,,449.0,10.0,19.0,,44.0,21.0,28.0,7.0,380.0,374.0,,10.0,22.0,,,21.0,5.0,,647.0,175.0,6.0,39.0,,,,33.0,138.0,9.0,194.0,40.0,,18.0,106.0,84.0,1.0,46.0,366.0,17.0,10.0,17.0,,23.0,435.0,205.0,,2.0,84.0,56.0,742.0,,,28.0,0.0,,6.0,,1.0,2.0,14.0,,,9.0,12.0,,13.0,,2.0,1.0,1.0,11.0,,7.0,,45.0,,,,,,,8.0,,,,,7.0,,,33.0,,3.0,3.0,,,3.0,,,,2.0,,,,,,,,,,
cpl::Football_Player::443ef0f7c9294dd4a32e868c6e332abe,Jesús del Amo,Atlético,Defender,2024,defender,7,587,0,0,0,0,0,0,2,5,2,0,2,0,0,90.0,5,0.77,3,0,0,0,0,0,0,0,33.33,52.0,55.56,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,,23.0,,,2.0,,46.0,,,39.0,,387.0,5.0,2.0,,25.0,7.0,6.0,6.0,348.0,323.0,,5.0,9.0,,,7.0,3.0,7.0,434.0,93.0,25.0,27.0,,,,15.0,49.0,5.0,142.0,12.0,,2.0,25.0,16.0,1.0,16.0,341.0,15.0,10.0,2.0,,17.0,380.0,255.0,,2.0,163.0,8.0,587.0,,,8.0,0.0,,2.0,,2.0,,1.0,,,1.0,4.0,,1.0,,3.0,,,4.0,,4.0,,3.0,,,,,3.0,,,3.0,,,,,,,33.0,,3.0,,,,,,,,,,,,,,,,,,
cpl::Football_Player::b6597676a5e34edf998b3ef92a3c14d0,M. Campagna,Vancouver,Defender,2024,defender,11,382,0,1,3,1,0,1,5,10,3,0,2,0,0,83.0,12,2.83,0,0,0,0,0,0,0,0,55.56,53.49,58.82,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,,16.0,1.0,2.0,2.0,1.0,49.0,,,38.0,,217.0,10.0,3.0,,15.0,11.0,9.0,2.0,179.0,167.0,,10.0,17.0,,,11.0,3.0,2.0,290.0,72.0,12.0,30.0,,,,13.0,82.0,12.0,97.0,20.0,,7.0,43.0,26.0,2.0,22.0,177.0,10.0,10.0,5.0,,17.0,215.0,107.0,,,17.0,13.0,382.0,,,13.0,0.0,,1.0,,2.0,1.0,9.0,1.0,,1.0,7.0,,1.0,,8.0,3.0,3.0,4.0,,6.0,,10.0,,,,,,,3.0,,,,,3.0,,,21.0,,5.0,5.0,,,1.0,,,,,,,,,,,,,,
cpl::Football_Player::edf6ef9ee973485dbbf8b5123cf83a94,K. Chung,Vancouver,Defender,2024,defender,19,1370,0,2,5,2,2,2,21,10,15,1,2,0,0,82.0,20,1.31,0,0,0,0,0,0,0,0,77.78,58.33,44.74,19.35,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,,42.0,2.0,2.0,2.0,,189.0,2.0,,108.0,,586.0,17.0,15.0,,61.0,19.0,27.0,17.0,478.0,452.0,,10.0,38.0,,,19.0,7.0,4.0,950.0,225.0,26.0,82.0,,,,51.0,233.0,18.0,179.0,55.0,,27.0,132.0,94.0,9.0,66.0,472.0,26.0,10.0,21.0,,35.0,580.0,259.0,2.0,2.0,29.0,60.0,1370.0,,,34.0,0.0,,10.0,,7.0,8.0,2.0,,,19.0,21.0,,20.0,,7.0,5.0,3.0,6.0,2.0,21.0,,118.0,6.0,6.0,2.0,,,,23.0,,,1.0,,1.0,,1.0,145.0,,25.0,25.0,,,17.0,,,,,,,,,,,,,,
cpl::Football_Player::ce073937285b4114bca2f2a3b658f3da,L. Singh,Atlético,Defender,2024,defender,19,1482,0,0,5,0,2,0,8,9,4,0,5,0,0,89.0,20,1.21,0,0,0,0,0,0,0,0,50.0,56.34,53.57,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,,74.0,,,5.0,,134.0,4.0,7.0,120.0,,1073.0,15.0,4.0,,45.0,19.0,16.0,16.0,953.0,857.0,,9.0,28.0,7.0,,19.0,5.0,10.0,1198.0,265.0,96.0,77.0,,,,44.0,249.0,16.0,284.0,31.0,,10.0,71.0,43.0,3.0,46.0,927.0,26.0,10.0,8.0,,45.0,1044.0,688.0,,4.0,478.0,25.0,1482.0,,,18.0,0.0,,4.0,,2.0,3.0,3.0,,,5.0,13.0,,4.0,,6.0,5.0,3.0,8.0,2.0,6.0,1.0,2.0,,,4.0,,,,1.0,,,,,6.0,,,62.0,,1.0,1.0,,1.0,3.0,,,,,,,1.0,,,,,,,
cpl::Football_Player::20d3548360484da9961196997ffa91d6,T. Mourdoukoutas,Valour,Defender,2024,defender,25,2070,0,0,3,0,1,0,25,20,8,1,3,0,0,84.0,29,1.26,0,0,0,0,0,0,0,0,71.43,59.72,57.97,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,,115.0,,6.0,3.0,1.0,224.0,1.0,,205.0,,1272.0,40.0,8.0,,79.0,25.0,35.0,23.0,1067.0,969.0,,20.0,69.0,,,25.0,16.0,25.0,1563.0,223.0,98.0,134.0,,,,72.0,433.0,28.0,438.0,58.0,,13.0,144.0,75.0,2.0,90.0,1030.0,61.0,10.0,25.0,,143.0,1224.0,844.0,,4.0,337.0,46.0,2070.0,,,29.0,0.0,,9.0,,3.0,1.0,2.0,,,4.0,29.0,,2.0,,20.0,3.0,2.0,10.0,1.0,27.0,,1.0,,,3.0,,,,,,,,,15.0,,1.0,64.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,
cpl::Football_Player::88981199ee1c47cbb911a6b22266e324,M. Tissot,Atlético,Defender,2024,defender,12,296,0,1,2,1,1,1,7,3,5,0,0,0,0,79.0,2,0.61,1,0,1,0,0,0,0,0,70.0,64.52,57.14,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,,14.0,1.0,,,,56.0,,,26.0,,119.0,4.0,5.0,,13.0,12.0,10.0,2.0,93.0,83.0,,3.0,7.0,,,12.0,2.0,1.0,214.0,48.0,10.0,23.0,,,,11.0,6.0,2.0,46.0,11.0,,3.0,31.0,24.0,,12.0,90.0,12.0,10.0,7.0,,10.0,116.0,47.0,1.0,1.0,37.0,16.0,296.0,,,8.0,0.0,,3.0,,2.0,,10.0,,,1.0,3.0,,5.0,,3.0,2.0,1.0,3.0,1.0,2.0,,23.0,2.0,2.0,,,1.0,,10.0,1.0,,,,1.0,,,30.0,,8.0,2.0,,,2.0,,,,,,,,,,,,,,
cpl::Football_Player::a90bb203b7f24093abfdfd43e8c6ff40,M. Duncan,Forge,Defender,2024,defender,30,1960,0,0,1,0,0,0,30,19,23,1,2,0,0,86.0,27,1.24,0,0,0,0,0,0,0,0,61.22,57.95,65.85,18.52,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0,,54.0,,2.0,2.0,1.0,274.0,3.0,,162.0,,1098.0,27.0,23.0,,80.0,30.0,49.0,21.0,936.0,899.0,,19.0,41.0,,,30.0,11.0,3.0,1605.0,527.0,37.0,138.0,,,,46.0,387.0,24.0,437.0,82.0,,41.0,195.0,154.0,13.0,108.0,918.0,23.0,10.0,30.0,,45.0,1080.0,414.0,,5.0,72.0,86.0,1960.0,,,68.0,0.0,,19.0,,10.0,11.0,9.0,,,14.0,14.0,,33.0,,15.0,1.0,1.0,19.0,,29.0,,156.0,5.0,5.0,1.0,,,,27.0,,,1.0,,3.0,,1.0,202.0,,22.0,22.0,,,18.0,,,,,,,,,,,,,,
cpl::Football_Player::e879ca3a6c7e4bb9ba29edd41f2b202e,Z. Roy,Atlético,Defender,2024,defender,8,158,0,0,2,0,1,0,1,1,5,0,1,0,0,86.0,1,0.57,0,0,0,0,0,0,0,0,33.33,52.94,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,,2.0,,,1.0,,20.0,,,6.0,,41.0,,5.0,,7.0,8.0,3.0,2.0,35.0,34.0,,1.0,1.0,,,8.0,,,85.0,18.0,1.0,7.0,,,,2.0,13.0,1.0,8.0,8.0,,4.0,17.0,16.0,,4.0,35.0,2.0,10.0,1.0,,1.0,41.0,17.0,,,2.0,9.0,158.0,,,7.0,0.0,,2.0,,1.0,2.0,6.0,,,1.0,1.0,,6.0,,4.0,2.0,1.0,2.0,1.0,3.0,,3.0,,,,,,,2.0,,,,,,,,18.0,,3.0,3.0,,1.0,1.0,,,,,,,,,,,,,,
cpl::Football_Player::58c03096b6c940afacb752b030a52ad2,M. Owolabi-Belewu,Forge,Defender,2024,defender,25,1685,2,0,3,2,2,0,48,29,27,1,11,0,0,85.0,21,1.12,0,0,0,0,0,0,0,0,65.75,66.06,53.85,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.0,,50.0,,2.0,11.0,1.0,184.0,2.0,,147.0,,931.0,28.0,27.0,,89.0,25.0,73.0,19.0,784.0,738.0,,29.0,52.0,,,25.0,19.0,1.0,1272.0,292.0,46.0,92.0,,,,59.0,162.0,19.0,408.0,74.0,,23.0,218.0,166.0,5.0,97.0,759.0,23.0,10.0,48.0,,53.0,905.0,493.0,,4.0,311.0,116.0,1685.0,,,50.0,1.0,,9.0,,5.0,4.0,6.0,,,16.0,24.0,,13.0,,8.0,3.0,1.0,25.0,2.0,28.0,,46.0,1.0,1.0,2.0,2.0,,,8.0,,2.0,,,9.0,,1.0,50.0,,4.0,4.0,2.0,,6.0,2.0,0.0,,2.0,2.0,,,,,,,,,
cpl::Football_Player::46e85b6f18f042fe837554290482828b,A. Đidić,Atlético,Defender,2024,defender,29,2640,4,0,25,4,15,0,18,13,8,1,5,0,0,86.0,32,1.09,0,0,2,0,0,0,0,0,64.29,71.43,74.24,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.0,,124.0,,1.0,5.0,,274.0,5.0,12.0,258.0,,1740.0,98.0,8.0,,76.0,29.0,28.0,29.0,1482.0,1326.0,,13.0,132.0,12.0,,29.0,4.0,18.0,2058.0,392.0,156.0,186.0,,,,73.0,751.0,27.0,589.0,54.0,,12.0,189.0,57.0,9.0,134.0,1436.0,61.0,10.0,18.0,,140.0,1690.0,1091.0,,9.0,277.0,37.0,2640.0,,,20.0,0.0,,7.0,,3.0,,,,,2.0,34.0,,2.0,,43.0,25.0,10.0,10.0,15.0,37.0,,1.0,1.0,1.0,4.0,4.0,,,,,4.0,2.0,,20.0,1.0,1.0,123.0,,1.0,1.0,,,,4.0,0.0,,1.0,3.0,,2.0,,,,,,,
cpl::Football_Player::7b0f6d51a0774b0691b240a3a96bc0ee,M. de Brienne,Atlético,Defender,2024,defender,28,2385,0,1,20,1,5,1,38,33,22,2,10,0,0,76.0,29,1.09,8,0,1,0,0,0,0,0,63.33,55.77,72.73,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,145.0,,87.0,1.0,1.0,10.0,,441.0,5.0,,238.0,,991.0,40.0,22.0,,120.0,28.0,60.0,27.0,753.0,708.0,,33.0,55.0,,,28.0,18.0,9.0,1702.0,376.0,45.0,212.0,,,,66.0,41.0,24.0,344.0,115.0,,66.0,260.0,205.0,24.0,151.0,739.0,49.0,10.0,38.0,,60.0,975.0,389.0,1.0,4.0,388.0,105.0,2385.0,,,100.0,0.0,,43.0,,18.0,11.0,1.0,3.0,,23.0,15.0,,47.0,1.0,44.0,20.0,15.0,22.0,5.0,45.0,,145.0,12.0,10.0,7.0,,6.0,2.0,73.0,8.0,,1.0,,6.0,,2.0,218.0,,40.0,33.0,1.0,1.0,32.0,,,,,,,,,,,,,,
cpl::Football_Player::3369d66b5c1c44c38f4b479aed83a7e7,Roberto Alarcón,Valour,Defender,2024,defender,23,1810,0,1,5,1,1,1,29,29,29,1,6,1,0,88.0,30,1.49,28,0,1,0,0,0,0,0,69.05,55.17,45.16,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0,,46.0,1.0,4.0,6.0,,207.0,2.0,,105.0,,846.0,14.0,29.0,,72.0,23.0,42.0,21.0,741.0,666.0,,29.0,31.0,,,23.0,14.0,3.0,1333.0,280.0,75.0,99.0,,,,50.0,420.0,28.0,223.0,78.0,,24.0,174.0,143.0,18.0,59.0,706.0,22.0,10.0,29.0,,48.0,806.0,491.0,1.0,3.0,47.0,82.0,1810.0,,,61.0,0.0,,6.0,,3.0,7.0,2.0,,1.0,11.0,17.0,1.0,20.0,,5.0,5.0,4.0,13.0,1.0,14.0,,144.0,30.0,10.0,4.0,,14.0,13.0,16.0,28.0,,,,19.0,,1.0,156.0,,44.0,23.0,,2.0,14.0,,,,,,,3.0,2.0,,,,,,
cpl::Football_Player::31591c7a0e35481b998578ee63a10adc,L. Torres,Atlético,Defender,2024,defender,16,475,1,0,2,1,1,0,14,10,5,0,1,1,0,92.0,6,1.14,0,0,0,0,0,0,0,0,82.35,57.63,85.71,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,,5.0,,,1.0,,42.0,1.0,,23.0,,281.0,6.0,5.0,,31.0,16.0,17.0,6.0,258.0,248.0,,10.0,7.0,,,16.0,8.0,1.0,354.0,99.0,10.0,15.0,,,,8.0,111.0,5.0,58.0,25.0,,7.0,59.0,52.0,5.0,18.0,255.0,5.0,10.0,14.0,,5.0,278.0,159.0,,,64.0,28.0,475.0,,,24.0,1.0,,3.0,,,4.0,10.0,,1.0,6.0,1.0,1.0,8.0,,3.0,2.0,1.0,3.0,1.0,3.0,,,,,1.0,1.0,,,,,1.0,3.0,,3.0,,,48.0,,,,,1.0,4.0,1.0,0.0,,,1.0,,,,,,,,,
cpl::Football_Player::fc76edbb94da42899c7c12d79da56e2e,O. León,Inter Toronto,Defender,2024,defender,20,1526,2,0,8,2,2,0,18,20,23,0,6,1,0,81.0,16,0.94,0,0,0,0,0,0,0,0,66.67,61.97,53.45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,,124.0,,1.0,6.0,,214.0,4.0,1.0,197.0,1.0,1009.0,31.0,23.0,,58.0,20.0,27.0,17.0,812.0,718.0,,20.0,58.0,,,20.0,8.0,18.0,1236.0,308.0,94.0,135.0,,,,63.0,176.0,12.0,430.0,54.0,,17.0,142.0,84.0,4.0,73.0,775.0,66.0,10.0,18.0,,70.0,965.0,504.0,,5.0,327.0,57.0,1526.0,,,27.0,1.0,,7.0,,2.0,2.0,3.0,,1.0,7.0,27.0,,2.0,,13.0,8.0,6.0,9.0,2.0,12.0,,13.0,,,2.0,2.0,,,5.0,,2.0,,,12.0,,,76.0,,1.0,1.0,,,1.0,2.0,0.0,1.0,,1.0,,,,1.0,,,,,
cpl::Football_Player::9fa7232743934bf2a022c4fe6a62c1b6,J. Haynes,Valour,Defender,2024,defender,9,70,0,0,2,0,1,0,3,4,1,0,1,0,0,74.0,2,2.57,0,0,0,0,0,0,0,0,75.0,44.44,50.0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,,3.0,,,1.0,,21.0,1.0,,12.0,,46.0,2.0,1.0,,9.0,9.0,4.0,,34.0,32.0,,4.0,4.0,,,9.0,2.0,,83.0,17.0,2.0,12.0,,,,5.0,2.0,1.0,19.0,10.0,,7.0,18.0,14.0,1.0,9.0,33.0,1.0,10.0,3.0,,2.0,45.0,18.0,,,17.0,6.0,70.0,,,8.0,0.0,,3.0,,2.0,,9.0,,,1.0,2.0,,2.0,,4.0,2.0,1.0,1.0,1.0,1.0,,10.0,1.0,1.0,,,,,,,,,,,,,8.0,,5.0,5.0,,,1.0,,,,,,,,,,,,,,
cpl::Football_Player::daa25be58b5a4bf1a1a9adfd1aa8bd18,F. Sturing,Inter Toronto,Defender,2024,defender,19,1593,0,0,3,0,1,0,22,28,11,1,2,0,0,89.0,21,1.19,0,0,0,0,0,0,0,0,70.97,54.61,62.5,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,,57.0,,2.0,2.0,,132.0,4.0,1.0,116.0,,1029.0,40.0,11.0,,81.0,19.0,31.0,18.0,913.0,842.0,,28.0,64.0,1.0,,19.0,16.0,7.0,1196.0,233.0,71.0,62.0,,,,55.0,309.0,17.0,340.0,69.0,,14.0,152.0,88.0,2.0,59.0,875.0,25.0,10.0,22.0,,53.0,991.0,681.0,,4.0,326.0,43.0,1593.0,,,45.0,0.0,,9.0,,,3.0,1.0,,,2.0,24.0,,10.0,,12.0,3.0,2.0,9.0,1.0,15.0,,1.0,1.0,1.0,3.0,,,,,,,,,10.0,,1.0,54.0,,1.0,1.0,,,2.0,,,,1.0,,,,,,,,,,
cpl::Football_Player::bc0960bcc0aa44d6a2f7dc8d20680752,Dani Morer,Atlético,Defender,2024,defender,27,1316,0,6,2,6,1,6,19,34,9,2,5,0,0,86.0,16,1.09,16,0,0,0,0,0,0,0,79.17,39.38,62.5,25.76,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,,27.0,6.0,,5.0,,199.0,2.0,,76.0,,507.0,5.0,9.0,,49.0,27.0,24.0,14.0,431.0,400.0,,34.0,8.0,,,27.0,16.0,1.0,843.0,270.0,31.0,108.0,,,,15.0,177.0,14.0,130.0,97.0,,17.0,160.0,152.0,20.0,49.0,417.0,11.0,10.0,19.0,,13.0,490.0,181.0,5.0,,44.0,58.0,1316.0,,,94.0,0.0,,6.0,,7.0,14.0,13.0,,,25.0,3.0,,43.0,,17.0,2.0,1.0,5.0,1.0,2.0,,78.0,20.0,17.0,3.0,,11.0,2.0,8.0,16.0,,2.0,,1.0,,2.0,156.0,,47.0,33.0,,3.0,32.0,,,,,,,,,,,,,,
cpl::Football_Player::a742bcbb546f417d9003cfe9bf5e3676,N. Higgins,Inter Toronto,Defender,2024,defender,18,1085,1,1,1,2,1,1,14,13,2,1,4,0,0,88.0,15,1.24,0,0,0,0,0,0,0,0,77.78,50.0,47.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0,,34.0,1.0,1.0,4.0,,81.0,2.0,,73.0,,571.0,19.0,2.0,,28.0,18.0,18.0,13.0,498.0,481.0,,13.0,40.0,,,18.0,8.0,8.0,693.0,110.0,17.0,40.0,,,,33.0,205.0,13.0,180.0,41.0,,10.0,82.0,42.0,,39.0,491.0,22.0,10.0,14.0,,48.0,564.0,388.0,1.0,3.0,141.0,22.0,1085.0,,,20.0,1.0,,5.0,,,5.0,5.0,,,2.0,21.0,,,,4.0,1.0,,4.0,1.0,15.0,,2.0,,,,1.0,,,,,1.0,,,5.0,,1.0,45.0,,,,,1.0,,0.0,1.0,,,1.0,,,,,,,,,
