playerId,playerName,team,position,season,role,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,AerialsWonPercentage,Pass%,GoalsConceded,GAA,Corners,GoalsFreeKick,HitWoodwork,PenaltyAttempts,PenaltiesSuccessful,YellowRedCards,Xg,Xgefficiency,TacklesWonPercentage,DuelsWonPercentage,AerialDuelsWonPercentage,CrossCompletePercentage,TotalDistanceCovered,AverageDistanceCovered,TotalDistanceCoveredWalking,AverageDistanceCoveredWalking,TotalDistanceCoveredJogging,AverageDistanceCoveredJogging,TotalDistanceCoveredLowIntensityRunning,AverageDistanceCoveredLowIntensityRunning,TotalDistanceCoveredSprinting,AverageDistanceCoveredSprinting,TotalDistanceCoveredHighIntensityRunning,AverageDistanceCoveredHighIntensityRunning,Sprints,TimePlayed,Touches,SavesMadeFromOutsideBox,Punches,SuccessfulDribbles,Appearances,AerialDuelsWon,Duels,TotalTackles,TotalPasses,GoalkeeperSmother,SuccessfulOpenPlayPasses,Catches,TotalLossesOfPossession,UnsuccessfulLaunches,SuccessfulLongPasses,SuccessfulShortPasses,GkUnsuccessfulDistribution,SavesMade-Caught,Starts,Recoveries,CleanSheets,TotalClearances,UnsuccessfulPassesOwnHalf,SavesMadeFromInsideBox,TotalFoulsWon,PenaltiesFaced,PenaltiesConceded,TotalUnsuccessfulPasses(ExclCrosses&Corners),DuelsWon,GamesPlayed,TotalSuccessfulPasses(ExclCrosses&Corners),GoalsConcededOutsideBox,SavesMade,SuccessfulPassesOppositionHalf,GoalsConcededInsideBox,RightsidePasses,ForwardPasses,TotalFoulsConceded,FoulAttemptedTackle,YellowCards,LeftsidePasses,OwnGoalScored,SavesMade-Parried,SuccessfulLaunches,TacklesLost,DuelsLost,UnsuccessfulLongPasses,UnsuccessfulPassesOppositionHalf,AerialDuels,SuccessfulPassesOwnHalf,Index,Drops,GroundDuels,GkSuccessfulDistribution,PenaltyGoalsConceded,UnsuccessfulShortPasses,OpenPlayPasses,GroundDuelsLost,GroundDuelsWon,HomeGoals,AwayGoals,WinningGoal,PenaltiesSaved,SavesFromPenalty,CornersWon,SubstituteOff,HandballsConceded,AerialDuelsLost,Interceptions,CrossesNotClaimed,TacklesWon,KeyPasses(attemptAssists),StraightRedCards,TotalRedCards,Putthrough/blockedDistributionWon,Putthrough/blockedDistribution,UnsuccessfulLay-offs,SubstituteOn,TimesTackled,UnsuccessfulDribbles,ThrowInsToOppositionPlayer,ShotsOffTarget(incWoodwork),UnsuccessfulCrosses&Corners,TotalShots,GoalAssists,SuccessfulCrossesOpenPlay,Assists(intentional),ThroughBalls,BackwardPasses,TotalTouchesInOppositionBox,SuccessfulCrosses&Corners,Offsides,ThrowInsToOwnPlayer,UnsuccessfulCrossesOpenPlay,Blocks,GoalsFromInsideBox,RightFootGoals,BlockedShots,ShotsOnTarget(IncGoals),Goals,HeadedGoals,SecondGoalAssists,CornersTaken(inclShortCorners),UnsuccessfulCornersIntoBox,SuccessfulCornersIntoBox,LeftFootGoals,SetPiecesGoals,GoalsFromOutsideBox,AttemptsFromSetPieces,SuccessfulLay-offs,PenaltyGoals,PenaltiesTaken,ClearancesOffTheLine,FoulWonPenalty,OtherGoals,LastManTackle,RedCards-2ndYellow,PenaltiesOffTarget
cpl::Football_Player::44afcd7647a14ba2bf6a8e37869641fe,Anthony Mikhael,Valour,Defender,2021,defender,12,562,0,0,1,0,0,0,7,5,4,0,3,0,68,79.0,9,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.0,427.0,,,4.0,12.0,13.0,55.0,13.0,337.0,,256.0,,83.0,15.0,29.0,237.0,,,6.0,37.0,1.0,17.0,28.0,,4.0,,,71.0,34.0,12.0,266.0,,,69.0,9.0,101.0,162.0,5.0,4.0,3.0,52.0,,,2.0,6.0,21.0,38.0,43.0,19.0,197.0,10.0,,36.0,,,33.0,325.0,15.0,21.0,0.0,0.0,0.0,,,,3.0,,6.0,13.0,,7.0,,,,4.0,7.0,,6.0,7.0,4.0,,1.0,,1.0,,,,,22.0,1.0,,,9.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::1d6aeac7e2534a41a2bc992852faaf23,A. Soto,Valour,Defender,2021,defender,5,286,0,0,0,0,0,0,2,4,0,0,1,0,55,83.0,4,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.0,156.0,,,,5.0,5.0,25.0,8.0,133.0,,109.0,,24.0,5.0,9.0,101.0,,,4.0,8.0,1.0,9.0,9.0,,,,,23.0,13.0,5.0,110.0,,,15.0,4.0,33.0,49.0,4.0,2.0,1.0,48.0,,,3.0,6.0,12.0,13.0,14.0,9.0,95.0,10.0,,16.0,,,10.0,132.0,8.0,8.0,0.0,0.0,0.0,,,,2.0,,4.0,2.0,,2.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::0437038bc2254a4a93d8d74d4278c768,M. Mohsen,Forge,Defender,2021,defender,8,230,0,0,1,0,0,0,2,3,1,0,0,0,16,77.0,2,0.78,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.0,120.0,,,4.0,8.0,1.0,34.0,5.0,64.0,,48.0,,39.0,1.0,2.0,47.0,,,2.0,8.0,,1.0,5.0,,1.0,,,15.0,11.0,8.0,49.0,,,31.0,2.0,20.0,19.0,3.0,1.0,,5.0,,,,3.0,23.0,3.0,16.0,6.0,19.0,10.0,,28.0,,,12.0,62.0,18.0,10.0,,,0.0,,,2.0,2.0,,5.0,3.0,,2.0,,,,3.0,4.0,,6.0,9.0,5.0,1.0,1.0,6.0,1.0,,1.0,,,20.0,5.0,1.0,,7.0,4.0,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,
cpl::Football_Player::fd9ddb9946a84feeb1b5e9a8dd531160,A. Samaké,Valour,Defender,2021,defender,25,2169,0,1,7,0,2,1,22,25,13,1,3,0,53,89.0,28,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2169.0,1885.0,,,2.0,25.0,45.0,165.0,35.0,1651.0,,1437.0,,208.0,37.0,150.0,1309.0,,,25.0,129.0,5.0,61.0,71.0,,13.0,,,192.0,95.0,25.0,1459.0,4.0,,392.0,24.0,604.0,634.0,25.0,10.0,3.0,365.0,1.0,,6.0,13.0,70.0,93.0,121.0,84.0,1067.0,10.0,,81.0,,2.0,99.0,1622.0,31.0,50.0,0.0,0.0,0.0,,,2.0,4.0,1.0,39.0,35.0,,22.0,5.0,,,8.0,15.0,,,2.0,,,5.0,,7.0,1.0,,,,48.0,17.0,,1.0,4.0,,13.0,,,3.0,2.0,,,,,,,,,,,,,,,,,1.0,,
cpl::Football_Player::270eb17b99df4a3ea3a65d918a9c385e,A. Bouka,Valour,Defender,2021,defender,14,1007,0,0,1,0,0,0,11,11,17,1,1,0,53,76.0,18,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007.0,781.0,,,13.0,14.0,17.0,113.0,19.0,493.0,,356.0,,197.0,22.0,18.0,353.0,,,11.0,65.0,2.0,20.0,56.0,,17.0,,,122.0,66.0,14.0,371.0,2.0,,171.0,16.0,150.0,235.0,11.0,6.0,1.0,18.0,,,2.0,8.0,47.0,39.0,85.0,32.0,204.0,10.0,,81.0,,1.0,83.0,474.0,32.0,49.0,0.0,0.0,0.0,,,5.0,2.0,2.0,15.0,10.0,,11.0,3.0,,,14.0,31.0,,3.0,16.0,11.0,22.0,1.0,19.0,1.0,,4.0,,,90.0,5.0,4.0,1.0,84.0,19.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::5dd63e2f035e4b68a7987b7a747ecd51,L. MacNaughton,,Defender,2021,defender,26,2340,2,1,18,0,6,1,10,22,18,2,8,0,71,86.0,30,1.15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2340.0,2209.0,,,8.0,26.0,75.0,188.0,21.0,1931.0,,1618.0,,295.0,44.0,179.0,1481.0,,,26.0,177.0,8.0,72.0,90.0,,18.0,,,271.0,121.0,26.0,1660.0,5.0,,522.0,25.0,338.0,753.0,22.0,8.0,8.0,740.0,,,22.0,11.0,67.0,135.0,185.0,105.0,1140.0,10.0,,83.0,,4.0,136.0,1880.0,37.0,46.0,1.0,1.0,0.0,,,9.0,,,30.0,49.0,,10.0,9.0,,,3.0,10.0,,,6.0,2.0,,12.0,4.0,18.0,1.0,2.0,,1.0,100.0,36.0,2.0,2.0,11.0,4.0,17.0,1.0,2.0,6.0,6.0,2.0,,,,,,,,1.0,,,,1.0,1.0,,,,,
cpl::Football_Player::6085b5eefe2b42e6810a6fd5a6b07c43,M. Restrepo,Wanderers,Defender,2021,defender,12,877,0,0,0,0,0,0,8,10,3,0,2,0,61,85.0,11,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877.0,632.0,,,2.0,12.0,16.0,71.0,21.0,513.0,,414.0,,86.0,8.0,31.0,403.0,,,11.0,43.0,2.0,29.0,24.0,,3.0,,,79.0,42.0,12.0,434.0,3.0,,124.0,8.0,93.0,221.0,10.0,7.0,2.0,162.0,,,9.0,13.0,29.0,40.0,56.0,26.0,310.0,10.0,,45.0,,,39.0,491.0,19.0,26.0,0.0,0.0,0.0,,,3.0,3.0,,10.0,25.0,,8.0,1.0,,,5.0,10.0,,1.0,1.0,1.0,,,1.0,,,,,1.0,37.0,3.0,,,8.0,1.0,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::dbd655d062324c56adb1ab7d3e8ef373,M. Arnone,Atlético,Defender,2021,defender,14,1146,1,0,5,0,1,0,9,6,5,0,0,1,50,90.0,21,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146.0,770.0,,,1.0,14.0,13.0,60.0,15.0,637.0,,559.0,,75.0,7.0,30.0,543.0,,,13.0,38.0,,51.0,35.0,,5.0,,,64.0,34.0,14.0,573.0,1.0,,115.0,20.0,244.0,239.0,6.0,5.0,,95.0,,,3.0,6.0,26.0,26.0,29.0,26.0,458.0,10.0,,34.0,,6.0,38.0,622.0,13.0,21.0,0.0,1.0,0.0,,,,6.0,,13.0,11.0,,9.0,1.0,,1.0,8.0,11.0,,1.0,5.0,1.0,1.0,4.0,,5.0,,,,,59.0,10.0,,,,,6.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,1.0,
cpl::Football_Player::b7be868af7ae4f3580a90e50f070a34d,S. Frias,Forge,Defender,2021,defender,2,20,0,0,0,0,0,0,0,1,1,0,0,0,33,82.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,23.0,,,,2.0,1.0,8.0,2.0,16.0,,12.0,,3.0,,1.0,12.0,,,,2.0,,,2.0,,1.0,,,3.0,4.0,2.0,13.0,,,3.0,,5.0,6.0,1.0,1.0,,5.0,,,,2.0,4.0,,1.0,3.0,10.0,10.0,,5.0,,,3.0,15.0,2.0,3.0,,,0.0,,,,,,2.0,1.0,,,,,,2.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::641f7b9c46174788a95afabcf0167f13,M. Cornwall,Atlético,Defender,2021,defender,2,58,0,0,1,0,1,0,0,1,0,0,0,0,0,68.0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,38.0,,,,2.0,,2.0,,28.0,,18.0,,14.0,,2.0,17.0,,,1.0,3.0,,,1.0,,,,,9.0,,2.0,19.0,,,6.0,2.0,7.0,11.0,1.0,1.0,,3.0,,,,,2.0,2.0,11.0,1.0,13.0,10.0,,1.0,,1.0,7.0,27.0,1.0,,0.0,0.0,0.0,,,1.0,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,3.0,1.0,,,,,7.0,1.0,,,4.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::a742bcbb546f417d9003cfe9bf5e3676,N. Higgins,York,Defender,2021,defender,8,458,0,0,1,0,0,0,4,7,1,0,1,1,40,90.0,9,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.0,312.0,,,,8.0,4.0,26.0,7.0,261.0,,227.0,,29.0,10.0,14.0,219.0,,,5.0,20.0,,21.0,15.0,,1.0,,1.0,28.0,12.0,8.0,233.0,,,53.0,9.0,97.0,71.0,7.0,4.0,1.0,72.0,,,1.0,3.0,14.0,19.0,13.0,10.0,180.0,10.0,,16.0,,2.0,9.0,254.0,8.0,8.0,0.0,0.0,0.0,,,1.0,1.0,1.0,6.0,6.0,,4.0,,,1.0,5.0,6.0,,3.0,,,,1.0,,1.0,,,,,21.0,1.0,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,
cpl::Football_Player::242992e119ea4cf3b76878a2029dddac,P. Gee,Vancouver FC,Defender,2021,defender,27,2016,0,0,15,0,6,0,42,31,22,3,3,0,65,77.0,28,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016.0,1425.0,,,25.0,27.0,21.0,233.0,58.0,838.0,,617.0,,363.0,28.0,59.0,578.0,,,22.0,136.0,5.0,36.0,64.0,,22.0,,,201.0,126.0,27.0,637.0,3.0,,369.0,25.0,300.0,345.0,31.0,19.0,3.0,63.0,,,7.0,16.0,107.0,68.0,194.0,32.0,291.0,10.0,,201.0,,3.0,133.0,815.0,96.0,105.0,0.0,0.0,0.0,,,10.0,7.0,,11.0,25.0,,42.0,27.0,,,11.0,29.0,,5.0,43.0,34.0,20.0,9.0,57.0,15.0,,23.0,,1.0,130.0,15.0,23.0,3.0,169.0,57.0,4.0,,,3.0,6.0,,,,1.0,,,,,,,,,,,,,,,
cpl::Football_Player::5a3736a2d77f4ba6b4815db18ecee270,V. Neufville,Atlético,Defender,2021,defender,13,785,0,1,2,0,0,1,12,14,14,0,4,0,50,77.0,16,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785.0,510.0,,,14.0,13.0,3.0,98.0,20.0,270.0,,198.0,,135.0,13.0,21.0,185.0,,,10.0,52.0,1.0,16.0,24.0,,14.0,,2.0,64.0,51.0,13.0,206.0,1.0,,70.0,15.0,102.0,106.0,14.0,1.0,4.0,5.0,,,7.0,8.0,47.0,26.0,55.0,6.0,136.0,10.0,,92.0,,3.0,38.0,260.0,44.0,48.0,0.0,0.0,0.0,,,4.0,5.0,3.0,3.0,12.0,,12.0,1.0,,,10.0,17.0,,3.0,23.0,12.0,8.0,2.0,15.0,2.0,1.0,,1.0,1.0,57.0,10.0,,,65.0,13.0,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,
cpl::Football_Player::3aaf25a2f090423584d5e9d492e5ca42,J. Grant,Atlético,Defender,2021,defender,19,1279,0,1,3,0,2,1,17,19,12,3,4,0,51,79.0,11,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279.0,1006.0,,,14.0,19.0,17.0,140.0,26.0,641.0,,489.0,,246.0,8.0,18.0,487.0,,,15.0,73.0,6.0,22.0,26.0,,12.0,,1.0,136.0,69.0,19.0,505.0,1.0,,328.0,10.0,48.0,255.0,19.0,10.0,4.0,186.0,,,,9.0,71.0,34.0,135.0,33.0,182.0,10.0,,107.0,,1.0,102.0,625.0,55.0,52.0,,,0.0,,,10.0,8.0,1.0,16.0,20.0,,17.0,4.0,,,9.0,28.0,,4.0,28.0,18.0,13.0,1.0,25.0,3.0,1.0,5.0,1.0,2.0,152.0,31.0,5.0,3.0,104.0,25.0,7.0,,,3.0,2.0,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::9743204ff22741e9958a22019e709346,S. Cebara,Valour,Defender,2021,defender,26,2186,1,2,5,0,2,2,21,9,27,3,3,0,71,89.0,30,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2186.0,1576.0,,,29.0,26.0,20.0,162.0,29.0,1189.0,,1017.0,,215.0,21.0,64.0,986.0,,,24.0,163.0,9.0,60.0,62.0,,27.0,,,139.0,104.0,26.0,1050.0,4.0,,262.0,26.0,189.0,414.0,9.0,4.0,3.0,458.0,,,12.0,8.0,58.0,47.0,82.0,28.0,791.0,10.0,,134.0,,1.0,92.0,1148.0,50.0,84.0,1.0,0.0,1.0,,,4.0,1.0,1.0,8.0,36.0,,21.0,7.0,,,7.0,14.0,,2.0,28.0,22.0,10.0,3.0,5.0,5.0,2.0,3.0,2.0,1.0,128.0,13.0,3.0,3.0,65.0,5.0,7.0,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,
cpl::Football_Player::907ea07d836b4d78a6fd1c95e7081ee6,D. Zator,Cavalry,Defender,2021,defender,25,2136,1,0,15,0,6,0,20,14,16,0,2,1,78,84.0,33,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136.0,1489.0,,,4.0,25.0,64.0,162.0,31.0,1186.0,,955.0,,222.0,43.0,70.0,917.0,,,24.0,142.0,4.0,94.0,75.0,,16.0,,,199.0,114.0,25.0,987.0,3.0,,193.0,30.0,400.0,444.0,14.0,5.0,2.0,274.0,,,6.0,11.0,48.0,103.0,125.0,82.0,795.0,10.0,,80.0,,3.0,96.0,1148.0,30.0,50.0,1.0,0.0,1.0,,,3.0,,,18.0,39.0,,20.0,9.0,1.0,1.0,16.0,23.0,,1.0,5.0,,,9.0,1.0,15.0,,1.0,,,68.0,29.0,1.0,,4.0,1.0,29.0,1.0,,5.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,
cpl::Football_Player::ddaa28ce30bc4ad8888405cb267a86cc,Miguel Acosta,Atlético,Defender,2021,defender,27,2430,2,1,5,0,2,1,41,24,19,2,7,0,50,77.0,46,1.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430.0,1643.0,,,24.0,27.0,13.0,251.0,75.0,988.0,,735.0,,398.0,45.0,48.0,707.0,,,27.0,133.0,3.0,59.0,98.0,,19.0,,1.0,233.0,130.0,27.0,755.0,1.0,,365.0,45.0,228.0,425.0,24.0,12.0,7.0,122.0,,,14.0,34.0,121.0,82.0,192.0,26.0,396.0,10.0,,225.0,,11.0,151.0,963.0,108.0,117.0,2.0,0.0,0.0,,,13.0,,4.0,13.0,22.0,,41.0,11.0,,,18.0,66.0,,,37.0,20.0,31.0,3.0,57.0,5.0,1.0,6.0,1.0,,213.0,17.0,6.0,2.0,204.0,57.0,7.0,2.0,1.0,3.0,2.0,2.0,,,1.0,,,1.0,,,,2.0,,,,,,,,
cpl::Football_Player::347018d8099042888a6076bd0cea0744,K. Çela,Forge,Defender,2021,defender,6,200,0,0,1,0,0,0,1,5,2,0,2,0,50,90.0,2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0,166.0,,,2.0,6.0,3.0,22.0,3.0,124.0,,106.0,,28.0,4.0,3.0,108.0,,,2.0,8.0,,5.0,4.0,,2.0,,,13.0,10.0,6.0,111.0,,,33.0,2.0,35.0,21.0,5.0,4.0,2.0,52.0,,,,2.0,12.0,5.0,16.0,6.0,79.0,10.0,,16.0,,,8.0,119.0,9.0,7.0,,,0.0,,,1.0,1.0,,3.0,1.0,,1.0,,,,,1.0,,4.0,2.0,1.0,,1.0,7.0,1.0,,1.0,,,16.0,4.0,1.0,,6.0,7.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::ebfeb9e972964148846658f57142a247,R. Thompson,York,Defender,2021,defender,9,546,0,0,3,0,0,0,8,5,0,1,1,0,59,85.0,8,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.0,392.0,,,,9.0,19.0,55.0,12.0,317.0,,260.0,,59.0,9.0,31.0,236.0,,,7.0,31.0,1.0,15.0,15.0,,,,,50.0,31.0,9.0,267.0,2.0,,83.0,6.0,93.0,158.0,5.0,3.0,1.0,57.0,,,1.0,4.0,24.0,27.0,35.0,32.0,184.0,10.0,,23.0,,,23.0,310.0,11.0,12.0,,,0.0,,,1.0,3.0,,13.0,14.0,,8.0,5.0,,,4.0,4.0,,2.0,3.0,,3.0,3.0,,3.0,,,,,9.0,4.0,,1.0,10.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::6981001867ad42d9b6d9bfc216cfab71,D. Samuel,Forge,Defender,2021,defender,28,2138,0,0,5,0,1,0,16,24,35,0,5,0,67,88.0,20,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2138.0,1531.0,,,23.0,28.0,44.0,190.0,18.0,1278.0,,1073.0,,204.0,19.0,54.0,1065.0,,,23.0,141.0,9.0,38.0,60.0,,35.0,,,159.0,120.0,28.0,1119.0,3.0,,420.0,17.0,367.0,527.0,24.0,12.0,5.0,339.0,,,3.0,2.0,70.0,61.0,100.0,65.0,699.0,10.0,,125.0,,,98.0,1230.0,49.0,76.0,,,0.0,,,,2.0,,21.0,14.0,,16.0,2.0,,,7.0,21.0,,5.0,20.0,5.0,,4.0,1.0,5.0,,,,1.0,45.0,8.0,,,20.0,1.0,13.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,
cpl::Football_Player::c182423a01294fc4a488163b7c07b7f4,G. Metusala,Forge,Defender,2021,defender,25,1861,2,0,8,0,3,0,28,18,14,1,1,0,58,83.0,20,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1861.0,1384.0,,,14.0,25.0,29.0,172.0,42.0,1035.0,,836.0,,273.0,9.0,67.0,784.0,,,21.0,110.0,6.0,39.0,64.0,,14.0,,,184.0,99.0,25.0,851.0,3.0,,328.0,17.0,258.0,374.0,18.0,7.0,1.0,289.0,,,4.0,14.0,73.0,66.0,135.0,50.0,525.0,10.0,,122.0,,,118.0,1016.0,52.0,70.0,1.0,1.0,0.0,,,8.0,3.0,,21.0,23.0,,28.0,10.0,,,8.0,21.0,,4.0,14.0,5.0,35.0,5.0,15.0,8.0,,2.0,,,114.0,26.0,2.0,1.0,68.0,15.0,8.0,2.0,,4.0,3.0,2.0,1.0,,,,,1.0,,,,,,,,,,1.0,,
cpl::Football_Player::a22a6c20e107412398d843c4ab034577,R. Romeo,Valour,Defender,2021,defender,16,1439,2,0,10,0,4,0,13,19,3,2,6,1,69,86.0,26,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439.0,1048.0,,,2.0,16.0,37.0,108.0,20.0,873.0,,728.0,,138.0,24.0,93.0,654.0,,,16.0,85.0,4.0,68.0,47.0,,3.0,,2.0,126.0,62.0,16.0,747.0,3.0,,152.0,23.0,289.0,327.0,19.0,6.0,6.0,228.0,,,9.0,7.0,46.0,65.0,80.0,53.0,595.0,10.0,,55.0,,1.0,61.0,846.0,30.0,25.0,1.0,1.0,0.0,,,2.0,,1.0,16.0,16.0,,13.0,3.0,1.0,1.0,5.0,8.0,,,5.0,3.0,1.0,6.0,1.0,10.0,,,,,29.0,17.0,,2.0,3.0,1.0,11.0,2.0,1.0,2.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,
cpl::Football_Player::46e85b6f18f042fe837554290482828b,A. Đidić,Atlético,Defender,2021,defender,24,2084,3,1,21,0,8,1,19,19,6,0,4,0,72,81.0,35,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2084.0,1396.0,,,4.0,24.0,63.0,158.0,28.0,1063.0,,837.0,,224.0,46.0,134.0,727.0,,,23.0,132.0,5.0,147.0,66.0,,6.0,,,202.0,101.0,24.0,861.0,6.0,,296.0,29.0,153.0,464.0,19.0,8.0,4.0,407.0,,,14.0,9.0,57.0,96.0,136.0,87.0,566.0,10.0,,71.0,,3.0,106.0,1034.0,33.0,38.0,3.0,0.0,0.0,,,3.0,,2.0,24.0,57.0,,19.0,6.0,,,9.0,19.0,,1.0,6.0,2.0,1.0,13.0,,21.0,1.0,1.0,,,39.0,34.0,1.0,,3.0,,15.0,3.0,,2.0,8.0,3.0,3.0,,,,,,,,1.0,,,,,,,,,
cpl::Football_Player::859df54960ef45ef98a04d967baa8d96,R. Boskovic,Ottawa Fury,Defender,2021,defender,5,195,0,0,0,0,0,0,4,5,2,0,0,0,75,80.0,4,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.0,180.0,,,1.0,5.0,3.0,21.0,4.0,143.0,,112.0,,37.0,3.0,14.0,100.0,,,3.0,9.0,,2.0,13.0,,2.0,,,29.0,10.0,5.0,114.0,,,48.0,4.0,56.0,68.0,5.0,4.0,,9.0,,,2.0,,11.0,11.0,16.0,4.0,66.0,10.0,,17.0,,,18.0,141.0,10.0,7.0,0.0,0.0,0.0,,,,3.0,,1.0,3.0,,4.0,,,,1.0,3.0,,2.0,1.0,1.0,3.0,,,,,,,,10.0,,,,12.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::8a6c8e7f553849f9a237ca5dd408e66d,B. Levis,Atlético,Defender,2021,defender,16,960,1,0,12,0,4,0,26,22,24,2,4,0,48,83.0,18,1.69,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960.0,677.0,,,23.0,16.0,13.0,178.0,33.0,442.0,,357.0,,132.0,4.0,16.0,350.0,,,14.0,77.0,1.0,13.0,24.0,,24.0,,,76.0,93.0,16.0,366.0,4.0,,200.0,14.0,142.0,136.0,22.0,18.0,4.0,57.0,,,1.0,7.0,85.0,11.0,62.0,27.0,174.0,10.0,,151.0,,1.0,65.0,430.0,71.0,80.0,0.0,1.0,0.0,,,1.0,11.0,,14.0,7.0,,26.0,12.0,,,6.0,15.0,,2.0,25.0,14.0,7.0,8.0,10.0,12.0,,5.0,,1.0,107.0,12.0,8.0,2.0,24.0,6.0,2.0,1.0,1.0,2.0,4.0,1.0,,,5.0,2.0,3.0,,,,,,,,,,,,,
cpl::Football_Player::1b51a11201234c7ea6415ff935930a82,A. Baquero,Valour,Defender,2021,defender,23,1830,1,0,12,0,5,0,34,35,15,3,4,0,52,83.0,23,1.13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1830.0,1575.0,,,20.0,23.0,9.0,210.0,62.0,1082.0,,864.0,,307.0,23.0,78.0,814.0,,,19.0,138.0,5.0,33.0,60.0,,15.0,,,190.0,105.0,23.0,892.0,2.0,,390.0,21.0,72.0,410.0,35.0,23.0,4.0,436.0,,,2.0,28.0,105.0,57.0,155.0,17.0,510.0,10.0,,193.0,,1.0,133.0,1051.0,97.0,96.0,0.0,1.0,0.0,,,7.0,5.0,1.0,8.0,36.0,,34.0,15.0,,,14.0,40.0,,4.0,39.0,16.0,21.0,7.0,25.0,12.0,,4.0,,4.0,164.0,19.0,8.0,3.0,125.0,19.0,5.0,,1.0,8.0,5.0,1.0,,,11.0,5.0,4.0,,,1.0,1.0,1.0,,,,,,,,
