playerId,playerName,team,position,season,role,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,AerialsWonPercentage,Pass%,GoalsConceded,GAA,Corners,GoalsFreeKick,HitWoodwork,PenaltyAttempts,PenaltiesSuccessful,YellowRedCards,Xg,Xgefficiency,TacklesWonPercentage,DuelsWonPercentage,AerialDuelsWonPercentage,CrossCompletePercentage,TotalDistanceCovered,AverageDistanceCovered,TotalDistanceCoveredWalking,AverageDistanceCoveredWalking,TotalDistanceCoveredJogging,AverageDistanceCoveredJogging,TotalDistanceCoveredLowIntensityRunning,AverageDistanceCoveredLowIntensityRunning,TotalDistanceCoveredSprinting,AverageDistanceCoveredSprinting,TotalDistanceCoveredHighIntensityRunning,AverageDistanceCoveredHighIntensityRunning,Sprints,AerialDuels,AerialDuelsLost,AerialDuelsWon,Appearances,Carries,Catches,CleanSheets,CornersWon,CrossesNotClaimed,Drops,Duels,DuelsLost,DuelsWon,ForwardPasses,GkSuccessfulDistribution,GkUnsuccessfulDistribution,GamesPlayed,GoalAssists,GoalKicks,GoalkeeperSmother,GoalsConcededInsideBox,GoalsConcededOutsideBox,GroundDuels,GroundDuelsLost,GroundDuelsWon,HandballsConceded,Index,KeyPasses(attemptAssists),LastPlayerTackle,LeftsidePasses,OpenPlayPasses,PenaltiesFaced,PenaltyGoalsConceded,ProgressiveCarries,Punches,Recoveries,RightsidePasses,SavesMade,SavesMadeFromInsideBox,SavesMadeFromOutsideBox,SavesMade-Caught,SavesMade-Parried,Starts,SuccessfulDribbles,SuccessfulLaunches,SuccessfulLongPasses,SuccessfulOpenPlayPasses,SuccessfulPassesOppositionHalf,SuccessfulPassesOwnHalf,SuccessfulShortPasses,TacklesLost,ThrowInsToOwnPlayer,TimePlayed,TotalBigChancesCreated,TotalBigChancesSaved,TotalClearances,TotalFoulsConceded,TotalFoulsWon,TotalLossesOfPossession,TotalPasses,TotalSuccessfulPasses(ExclCrosses&Corners),TotalTackles,TotalUnsuccessfulPasses(ExclCrosses&Corners),Touches,UnsuccessfulCrosses&Corners,UnsuccessfulLaunches,UnsuccessfulLongPasses,UnsuccessfulPassesOppositionHalf,UnsuccessfulPassesOwnHalf,UnsuccessfulShortPasses,YellowCards,WinningGoal,Putthrough/blockedDistribution,SuccessfulLay-offs,SubstituteOn,FoulAttemptedTackle,PenaltiesConceded,ShotsOffTarget(incWoodwork),TotalShots,TotalTouchesInOppositionBox,OwnGoalScored,PenaltiesSaved,SavesFromPenalty,UnsuccessfulLay-offs,Interceptions,Putthrough/blockedDistributionWon,StraightRedCards,TotalRedCards,TacklesWon,Goals,RedCards-2ndYellow,SubstituteOff,BackwardPasses,FinalThirdTouches,Assists(intentional),BlockedShots,Blocks,CornersTaken(inclShortCorners),GoalsFromInsideBox,Offsides,PenaltiesTaken,PenaltyGoals,RightFootGoals,SecondGoalAssists,ShotsOnTarget(IncGoals),SuccessfulCornersIntoBox,SuccessfulCrosses&Corners,SuccessfulCrossesOpenPlay,ThroughBalls,ThrowInsToOppositionPlayer,TimesTackled,TotalBigChancesScored,UnsuccessfulCornersIntoBox,UnsuccessfulCrossesOpenPlay,UnsuccessfulDribbles,HomeGoals,AwayGoals,Overruns,ClearancesOffTheLine,HeadedGoals,TotalBigChancesMissed,PenaltiesOffTarget,GoalsOpenplay,AttemptsFromSetPieces,GoalsFromOutsideBox,LeftFootGoals,OtherGoals,FoulWonPenalty,SetPiecesGoals
cpl::Football_Player::edf6ef9ee973485dbbf8b5123cf83a94,K. Chung,Pacific,Defender,2025,defender,27,2392,1,1,10,2,5,1,50,10,22,0,5,0,0,87.0,56,2.11,0,0,2,0,0,0,0,0,79.37,58.6,34.78,26.53,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,15.0,8.0,27.0,222.0,,3.0,14.0,,,186.0,77.0,109.0,329.0,,,27.0,1.0,,,49.0,7.0,163.0,62.0,101.0,,10.0,16.0,,372.0,946.0,,6.0,113.0,,70.0,69.0,,,,,,27.0,16.0,10.0,46.0,817.0,427.0,417.0,785.0,13.0,115.0,2392.0,6.0,,64.0,10.0,22.0,268.0,960.0,831.0,63.0,129.0,1475.0,36.0,22.0,39.0,123.0,42.0,90.0,5.0,0.0,35.0,2.0,,8.0,,5.0,10.0,32.0,,,,,18.0,13.0,,,50.0,1.0,,3.0,190.0,37.0,1.0,1.0,2.0,,1.0,,,,1.0,,5.0,,13.0,13.0,2.0,34.0,38.0,,,36.0,23.0,1.0,0.0,2.0,,,,,1.0,,,,,,
cpl::Football_Player::8acd7b030e09457dacf4d02078701836,Allan Enyou,Vancouver,Defender,2025,defender,23,1917,0,1,4,1,0,1,23,22,7,0,5,0,0,83.0,39,1.83,0,0,0,0,0,0,0,0,63.89,56.0,63.04,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,17.0,29.0,23.0,238.0,,1.0,3.0,,,150.0,66.0,84.0,416.0,1.0,,23.0,1.0,1.0,,34.0,5.0,104.0,49.0,55.0,,10.0,2.0,,91.0,943.0,,2.0,126.0,,119.0,357.0,,,,,,22.0,12.0,5.0,39.0,777.0,245.0,564.0,765.0,13.0,54.0,1917.0,,,90.0,22.0,7.0,244.0,976.0,804.0,36.0,172.0,1352.0,12.0,42.0,84.0,128.0,56.0,88.0,5.0,0.0,39.0,,1.0,9.0,,4.0,4.0,9.0,,,,,21.0,24.0,,,23.0,,,6.0,112.0,9.0,1.0,2.0,12.0,,,,,,,,,,5.0,4.0,,30.0,12.0,,,12.0,5.0,,,1.0,,,,,,,,,,,
cpl::Football_Player::46e85b6f18f042fe837554290482828b,A. Đidić,Atlético,Defender,2025,defender,4,302,0,0,3,0,0,0,3,5,0,0,2,0,0,93.0,4,1.19,0,0,0,0,0,0,0,0,75.0,40.0,44.44,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,5.0,4.0,4.0,27.0,,,,,,20.0,12.0,8.0,80.0,,,4.0,,,,3.0,1.0,11.0,7.0,4.0,,10.0,,,77.0,185.0,,,14.0,,16.0,10.0,,,,,,4.0,,1.0,12.0,171.0,33.0,141.0,162.0,1.0,5.0,302.0,,,14.0,5.0,,21.0,188.0,174.0,4.0,14.0,234.0,,2.0,5.0,9.0,5.0,9.0,2.0,0.0,4.0,,,4.0,,3.0,3.0,2.0,,,,,6.0,1.0,,,3.0,,,1.0,21.0,,,,2.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::141494f5941d475e9bdcd8c685f15d53,A. Pearlman,Wanderers,Defender,2025,defender,27,2364,2,2,11,4,7,2,38,34,29,3,8,0,0,79.0,29,1.1,0,0,0,0,0,0,0,0,63.33,52.42,55.32,18.92,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,21.0,26.0,27.0,248.0,,8.0,7.0,,,248.0,118.0,130.0,483.0,,,27.0,2.0,,,25.0,4.0,201.0,97.0,104.0,1.0,10.0,13.0,1.0,396.0,1005.0,,2.0,150.0,,115.0,50.0,,,,,,27.0,15.0,10.0,61.0,780.0,475.0,346.0,753.0,22.0,153.0,2364.0,5.0,,75.0,34.0,29.0,385.0,1042.0,814.0,60.0,228.0,1653.0,30.0,42.0,95.0,204.0,54.0,133.0,8.0,1.0,47.0,2.0,,14.0,,4.0,11.0,41.0,,,,1.0,16.0,18.0,,,38.0,2.0,,9.0,113.0,123.0,2.0,,7.0,,2.0,3.0,,,2.0,,7.0,,7.0,7.0,5.0,52.0,35.0,2.0,,30.0,22.0,0.0,2.0,4.0,1.0,,2.0,,2.0,,,,,,
cpl::Football_Player::3ebb1a23b8bf4400bf5519f616825cad,K. Sow,Wanderers,Defender,2025,defender,27,2183,0,2,6,2,2,2,18,14,7,1,3,0,0,89.0,29,1.2,1,0,0,0,0,0,0,0,52.94,55.63,53.62,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,32.0,37.0,27.0,185.0,,7.0,3.0,,,151.0,67.0,84.0,479.0,13.0,,27.0,2.0,13.0,,25.0,4.0,82.0,35.0,47.0,,10.0,4.0,1.0,186.0,1098.0,,3.0,95.0,,86.0,377.0,,,,,,24.0,6.0,8.0,61.0,968.0,412.0,595.0,945.0,16.0,40.0,2183.0,2.0,,76.0,14.0,7.0,176.0,1137.0,1006.0,34.0,131.0,1430.0,8.0,16.0,41.0,83.0,56.0,90.0,3.0,0.0,26.0,,3.0,5.0,1.0,4.0,6.0,30.0,,,,,15.0,14.0,,,18.0,,,4.0,95.0,58.0,2.0,1.0,13.0,1.0,,1.0,,,,,2.0,,1.0,1.0,1.0,3.0,12.0,,,8.0,4.0,,,,,,,,,,,,,,
cpl::Football_Player::3aaf25a2f090423584d5e9d492e5ca42,J. Grant,Atlético,Defender,2025,defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::9dfa32fd254946aa9189e26a8888a192,E. Bah,Vancouver,Defender,2025,defender,27,2270,2,6,23,8,10,6,34,25,76,2,5,0,0,80.0,49,1.94,13,0,1,0,0,0,0,0,80.95,48.19,29.63,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,19.0,8.0,27.0,317.0,,2.0,17.0,,,332.0,172.0,160.0,150.0,,,27.0,6.0,,,40.0,9.0,305.0,153.0,152.0,,10.0,19.0,,58.0,639.0,,2.0,162.0,,108.0,252.0,,,,,,25.0,34.0,3.0,19.0,506.0,322.0,201.0,500.0,8.0,77.0,2270.0,4.0,,29.0,25.0,76.0,376.0,654.0,519.0,42.0,135.0,1286.0,39.0,11.0,27.0,149.0,25.0,108.0,5.0,0.0,38.0,13.0,2.0,12.0,,13.0,23.0,89.0,,,,2.0,24.0,14.0,,,34.0,2.0,,7.0,194.0,80.0,6.0,13.0,4.0,13.0,2.0,2.0,,,1.0,,10.0,,4.0,4.0,4.0,12.0,107.0,2.0,9.0,28.0,68.0,2.0,0.0,9.0,,1.0,3.0,,2.0,,,,,2.0,
cpl::Football_Player::1122de539ffd41e896e9f9ac2dbcc457,L. Cloutier,Atlético,Defender,2025,defender,26,2265,0,2,5,2,1,2,23,16,8,0,2,0,0,91.0,25,0.99,0,0,0,0,0,0,0,0,71.88,58.12,59.09,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,18.0,26.0,26.0,413.0,,9.0,2.0,,,117.0,49.0,68.0,704.0,11.0,,26.0,2.0,11.0,,24.0,1.0,73.0,31.0,42.0,1.0,10.0,7.0,2.0,692.0,1818.0,,2.0,186.0,,70.0,335.0,,,,,,25.0,2.0,13.0,63.0,1647.0,501.0,1193.0,1631.0,9.0,67.0,2265.0,1.0,,104.0,16.0,8.0,222.0,1870.0,1694.0,32.0,176.0,2225.0,7.0,50.0,87.0,118.0,65.0,89.0,2.0,0.0,27.0,,1.0,8.0,,4.0,5.0,7.0,1.0,,,,38.0,14.0,,,23.0,,,4.0,139.0,42.0,1.0,,12.0,,,,,,,,1.0,,,,1.0,25.0,8.0,,,7.0,4.0,,,1.0,,,2.0,,,,,,,,
cpl::Football_Player::3369d66b5c1c44c38f4b479aed83a7e7,Roberto Alarcón,Valour,Defender,2025,defender,24,1554,0,2,6,2,0,2,41,23,24,1,5,0,0,88.0,41,2.37,18,0,1,0,0,0,0,0,69.49,63.4,71.43,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,4.0,10.0,24.0,212.0,,,3.0,,,153.0,56.0,97.0,228.0,,,24.0,2.0,,,38.0,3.0,139.0,52.0,87.0,,10.0,6.0,,319.0,775.0,,5.0,94.0,,76.0,94.0,,,,,,16.0,4.0,3.0,48.0,682.0,314.0,401.0,657.0,18.0,104.0,1554.0,2.0,1.0,38.0,23.0,24.0,186.0,803.0,705.0,59.0,98.0,1193.0,40.0,21.0,46.0,105.0,33.0,52.0,5.0,0.0,23.0,2.0,8.0,15.0,1.0,6.0,6.0,2.0,,,,,17.0,11.0,,,41.0,,,6.0,162.0,78.0,1.0,1.0,4.0,18.0,,1.0,,,,,,2.0,10.0,4.0,1.0,11.0,18.0,,14.0,20.0,8.0,,,2.0,,,,,,3.0,,,,,
cpl::Football_Player::b6597676a5e34edf998b3ef92a3c14d0,M. Campagna,Vancouver,Defender,2025,defender,27,2260,1,1,12,2,5,1,30,26,8,2,6,0,0,86.0,46,1.83,0,0,0,0,0,0,0,0,68.18,58.33,58.67,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,31.0,44.0,27.0,276.0,,2.0,2.0,,,168.0,70.0,98.0,484.0,8.0,,27.0,1.0,8.0,,37.0,9.0,93.0,39.0,54.0,,10.0,2.0,1.0,513.0,1212.0,,2.0,170.0,,67.0,162.0,,,,,,26.0,2.0,14.0,82.0,1034.0,335.0,738.0,990.0,14.0,34.0,2260.0,,1.0,148.0,26.0,8.0,216.0,1252.0,1072.0,44.0,180.0,1629.0,6.0,39.0,93.0,131.0,55.0,87.0,6.0,0.0,23.0,1.0,1.0,6.0,1.0,7.0,12.0,30.0,1.0,,,,32.0,9.0,,,30.0,1.0,,5.0,93.0,10.0,,3.0,16.0,,1.0,2.0,,,1.0,,5.0,,1.0,1.0,,4.0,6.0,1.0,,6.0,3.0,0.0,1.0,2.0,,,3.0,,,,,,,1.0,
cpl::Football_Player::8baee08a0ffb48ed8e4c68b4c56a02cc,C. Greco-Taylor,Pacific,Defender,2025,defender,24,1236,0,3,3,3,1,3,22,20,28,0,3,1,0,74.0,33,2.4,3,0,0,0,0,0,0,0,56.41,61.76,63.64,9.43,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,8.0,14.0,24.0,133.0,,1.0,9.0,,,136.0,52.0,84.0,279.0,,,24.0,3.0,,,32.0,1.0,114.0,44.0,70.0,2.0,10.0,7.0,,26.0,574.0,,2.0,84.0,,51.0,195.0,,,,,,12.0,3.0,4.0,40.0,419.0,219.0,227.0,400.0,17.0,92.0,1236.0,1.0,,33.0,20.0,28.0,298.0,602.0,440.0,39.0,162.0,1009.0,47.0,38.0,73.0,160.0,49.0,89.0,3.0,0.0,41.0,3.0,12.0,11.0,,2.0,3.0,6.0,,,,,15.0,16.0,,1.0,22.0,,1.0,2.0,102.0,63.0,2.0,2.0,5.0,3.0,,,,,,,1.0,1.0,6.0,5.0,1.0,42.0,15.0,,2.0,43.0,6.0,,,3.0,,,1.0,,,,,,,,
cpl::Football_Player::130bf1bad34e405d8bf525d7dab36e0f,T. Walker,Atlético,Defender,2025,defender,17,760,0,1,5,1,1,1,17,14,7,0,2,1,0,90.0,10,1.18,0,0,0,0,0,0,0,0,80.95,56.47,50.0,42.86,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,14.0,14.0,17.0,105.0,,2.0,3.0,,,85.0,37.0,48.0,202.0,,,17.0,1.0,,,8.0,2.0,57.0,23.0,34.0,,10.0,4.0,,145.0,506.0,,,58.0,,31.0,135.0,,,,,,6.0,6.0,2.0,29.0,453.0,164.0,308.0,440.0,4.0,18.0,760.0,,,50.0,14.0,7.0,87.0,523.0,469.0,21.0,54.0,703.0,4.0,14.0,28.0,41.0,17.0,26.0,2.0,0.0,5.0,1.0,11.0,9.0,,4.0,5.0,10.0,,,,,16.0,2.0,,1.0,17.0,,1.0,1.0,41.0,5.0,,1.0,3.0,,,,,,,,1.0,,3.0,3.0,,17.0,7.0,,,4.0,6.0,,,1.0,,,2.0,,,,,,,,
cpl::Football_Player::6d71463236d1442fb192c9170e86e702,M. Hallam,Pacific,Defender,2025,defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::f3ffebc2701c4e608f9f5055198c5ec9,D. Norman,Vancouver,Defender,2025,defender,23,1758,2,2,11,4,3,2,30,43,15,0,9,0,0,84.0,42,2.15,0,0,0,1,1,0,0,0,63.83,49.07,41.38,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,17.0,12.0,23.0,199.0,,1.0,1.0,,,161.0,82.0,79.0,311.0,,,23.0,2.0,,,34.0,8.0,132.0,65.0,67.0,,10.0,9.0,,193.0,835.0,,2.0,105.0,,74.0,283.0,,,,,,20.0,5.0,11.0,62.0,699.0,293.0,444.0,673.0,17.0,5.0,1758.0,3.0,,49.0,43.0,15.0,174.0,875.0,735.0,47.0,140.0,1097.0,3.0,29.0,65.0,109.0,34.0,75.0,9.0,0.0,20.0,7.0,3.0,24.0,1.0,8.0,11.0,20.0,,,,,13.0,9.0,,,30.0,2.0,,7.0,88.0,15.0,1.0,1.0,6.0,,1.0,,1.0,1.0,,,3.0,,2.0,2.0,,,11.0,1.0,,3.0,3.0,1.0,1.0,,,,1.0,,,3.0,1.0,2.0,,,1.0
cpl::Football_Player::474e7cdb2e5742da97bb54f6e7a4e236,S. Kozlovskiy,Atlético,Defender,2025,defender,21,1556,0,0,4,0,0,0,15,24,6,0,5,0,0,90.0,18,1.04,0,0,0,0,0,0,0,0,93.75,37.97,38.1,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,13.0,8.0,21.0,188.0,,4.0,4.0,,,79.0,49.0,30.0,460.0,5.0,,21.0,,5.0,,16.0,2.0,58.0,36.0,22.0,,10.0,7.0,,121.0,1284.0,,1.0,106.0,,35.0,612.0,,,,,,18.0,,17.0,80.0,1151.0,349.0,846.0,1113.0,1.0,48.0,1556.0,,,65.0,24.0,6.0,176.0,1326.0,1193.0,16.0,133.0,1561.0,7.0,38.0,79.0,100.0,40.0,54.0,5.0,0.0,13.0,1.0,3.0,10.0,,4.0,4.0,4.0,,,,,9.0,4.0,,,15.0,,,5.0,133.0,12.0,,1.0,12.0,,,,,,,,,,2.0,2.0,,28.0,3.0,,,7.0,1.0,,,,,,,,,,,,,,
cpl::Football_Player::41a6af9f6ff34b93a944156aafe64ecf,Pedro Machado,Pacific,Defender,2025,defender,13,1145,0,1,6,1,2,1,8,18,8,1,2,0,0,87.0,23,1.81,0,0,0,0,0,0,0,0,53.33,54.67,61.29,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,12.0,19.0,13.0,98.0,,1.0,1.0,,,75.0,34.0,41.0,240.0,17.0,,13.0,1.0,17.0,,18.0,5.0,44.0,22.0,22.0,,10.0,2.0,,238.0,580.0,,3.0,47.0,,29.0,111.0,,,,,,13.0,,9.0,31.0,497.0,116.0,418.0,503.0,7.0,3.0,1145.0,1.0,,72.0,18.0,8.0,90.0,618.0,534.0,15.0,84.0,764.0,,40.0,61.0,53.0,31.0,23.0,2.0,0.0,7.0,,,7.0,,4.0,6.0,9.0,,,,,10.0,3.0,,,8.0,,,1.0,29.0,,1.0,2.0,7.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,
cpl::Football_Player::8a6c8e7f553849f9a237ca5dd408e66d,B. Levis,Atlético,Defender,2025,defender,11,554,0,0,3,0,1,0,13,8,9,0,1,0,0,91.0,7,1.14,0,0,0,0,0,0,0,0,81.25,76.19,93.75,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,1.0,15.0,11.0,88.0,,1.0,2.0,,,63.0,15.0,48.0,143.0,,,11.0,,,,6.0,1.0,47.0,14.0,33.0,,10.0,2.0,,33.0,404.0,,,40.0,,28.0,184.0,,,,,,7.0,8.0,4.0,16.0,363.0,125.0,258.0,364.0,3.0,30.0,554.0,,,12.0,8.0,9.0,68.0,421.0,380.0,16.0,41.0,552.0,5.0,8.0,14.0,31.0,15.0,27.0,1.0,0.0,5.0,1.0,4.0,7.0,,2.0,3.0,3.0,,,,,3.0,1.0,,,13.0,,,4.0,61.0,3.0,,,7.0,,,,,,,1.0,1.0,,3.0,3.0,,10.0,3.0,,,5.0,2.0,,,,,,,,,,,,,,
cpl::Football_Player::ba9cc02d980d4b008db9154ee2ce3ccc,K. Egwu,Valour,Defender,2025,defender,23,1724,3,0,7,3,4,0,31,15,9,1,5,0,0,89.0,44,2.3,0,0,0,0,0,0,0,0,77.5,59.02,62.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,9.0,15.0,23.0,278.0,,2.0,,,,122.0,50.0,72.0,367.0,1.0,,23.0,,1.0,,43.0,1.0,98.0,41.0,57.0,,10.0,4.0,,154.0,951.0,,6.0,164.0,,67.0,416.0,,,,,,19.0,8.0,11.0,61.0,846.0,307.0,571.0,817.0,9.0,13.0,1724.0,,,92.0,15.0,9.0,152.0,990.0,878.0,40.0,112.0,1286.0,3.0,26.0,61.0,83.0,32.0,51.0,5.0,2.0,22.0,1.0,4.0,3.0,,3.0,7.0,15.0,,,,,27.0,15.0,,,31.0,3.0,,2.0,53.0,6.0,,2.0,6.0,,3.0,1.0,,,,,4.0,,,,,7.0,14.0,3.0,,3.0,4.0,2.0,1.0,,,1.0,,,,,,2.0,,,
cpl::Football_Player::a22a6c20e107412398d843c4ab034577,R. Romeo,Valour,Defender,2025,defender,17,1157,0,0,2,0,1,0,9,10,5,1,4,0,0,87.0,31,2.41,0,0,0,0,0,0,0,0,60.0,57.14,61.54,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,10.0,16.0,17.0,120.0,,1.0,1.0,,,63.0,27.0,36.0,245.0,7.0,,17.0,,7.0,,28.0,3.0,37.0,17.0,20.0,,10.0,3.0,,243.0,649.0,,2.0,73.0,,49.0,169.0,,,,,,13.0,1.0,13.0,68.0,559.0,190.0,401.0,523.0,6.0,2.0,1157.0,,,69.0,10.0,5.0,104.0,686.0,591.0,15.0,95.0,820.0,1.0,25.0,54.0,73.0,23.0,41.0,4.0,0.0,8.0,,4.0,2.0,,1.0,2.0,9.0,,,,,9.0,3.0,,,9.0,,,2.0,29.0,4.0,,,5.0,,,1.0,,,,,1.0,,,,,,2.0,,,1.0,,,,,1.0,,1.0,,,,,,,,
cpl::Football_Player::2643a053f0b04373b2b6da28c55fe66e,T. Antonoglou,Valour,Defender,2025,defender,26,2022,2,6,13,8,7,6,25,29,20,1,4,0,0,88.0,48,2.14,49,0,0,0,0,0,0,0,60.98,51.25,47.83,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,12.0,11.0,26.0,195.0,,2.0,6.0,,,160.0,78.0,82.0,312.0,,,26.0,6.0,,,43.0,5.0,137.0,66.0,71.0,,10.0,32.0,,47.0,834.0,,4.0,93.0,,103.0,345.0,,,,,,23.0,10.0,9.0,74.0,730.0,411.0,373.0,679.0,16.0,128.0,2022.0,6.0,,48.0,29.0,20.0,249.0,862.0,753.0,41.0,109.0,1380.0,66.0,23.0,45.0,132.0,43.0,64.0,4.0,0.0,31.0,5.0,3.0,18.0,,6.0,13.0,27.0,,,,,28.0,19.0,,,25.0,2.0,,6.0,158.0,110.0,5.0,7.0,4.0,49.0,2.0,1.0,,,,2.0,7.0,19.0,31.0,8.0,,25.0,21.0,1.0,29.0,27.0,13.0,2.0,0.0,,,,,,2.0,3.0,,2.0,,,
cpl::Football_Player::b48a3c5692c34ed3915577a233b54697,N. Abatneh,Atlético,Defender,2025,defender,25,2186,1,0,10,1,4,0,11,15,28,1,5,0,0,96.0,23,0.95,0,0,1,0,0,0,0,0,47.83,59.26,47.06,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,27.0,24.0,25.0,439.0,,10.0,2.0,,,135.0,55.0,80.0,562.0,66.0,,25.0,,66.0,,21.0,2.0,84.0,28.0,56.0,,10.0,4.0,1.0,625.0,1890.0,,2.0,262.0,,72.0,720.0,,,,,,24.0,5.0,11.0,81.0,1798.0,316.0,1572.0,1807.0,12.0,1.0,2186.0,1.0,1.0,109.0,15.0,28.0,113.0,1984.0,1888.0,23.0,96.0,2258.0,,29.0,55.0,55.0,41.0,41.0,5.0,1.0,9.0,1.0,1.0,9.0,,6.0,10.0,15.0,,,,,25.0,7.0,,,11.0,1.0,,3.0,77.0,9.0,,1.0,15.0,,1.0,1.0,,,1.0,,4.0,,,,1.0,,6.0,,,,3.0,1.0,0.0,1.0,1.0,,2.0,,,,,,,,
cpl::Football_Player::b5c2bedf649c4d0e99c3d22079bb5a16,J. Coulanges,Atlético,Defender,2025,defender,20,594,2,0,8,2,6,0,19,16,9,2,1,0,0,84.0,7,1.06,0,0,0,0,0,0,0,0,82.61,46.81,18.18,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,9.0,2.0,20.0,91.0,,,3.0,,,94.0,50.0,44.0,41.0,,,20.0,,,,6.0,1.0,83.0,41.0,42.0,1.0,10.0,11.0,,4.0,226.0,,1.0,55.0,,31.0,81.0,,,,,,6.0,10.0,1.0,3.0,188.0,103.0,87.0,185.0,4.0,14.0,594.0,1.0,,10.0,16.0,9.0,90.0,226.0,188.0,23.0,38.0,382.0,9.0,3.0,3.0,33.0,14.0,35.0,1.0,0.0,8.0,,14.0,9.0,1.0,2.0,8.0,26.0,,,,,7.0,5.0,,,19.0,2.0,,6.0,100.0,47.0,,,2.0,,2.0,2.0,,,1.0,,6.0,,2.0,2.0,,1.0,21.0,2.0,,9.0,12.0,1.0,1.0,7.0,,,,,2.0,,,1.0,,2.0,
cpl::Football_Player::dbd8bd41aa5a42158cc6c3a4c952bfdf,Z. Fernandez,Valour,Defender,2025,defender,14,1194,1,0,2,1,1,0,19,13,22,0,1,0,0,88.0,27,2.04,0,0,0,0,0,0,0,0,79.17,60.38,48.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,13.0,12.0,14.0,169.0,,1.0,,,,106.0,42.0,64.0,209.0,1.0,,14.0,,1.0,,25.0,2.0,81.0,29.0,52.0,,10.0,8.0,3.0,230.0,569.0,,3.0,89.0,,49.0,71.0,,,,,,14.0,6.0,2.0,28.0,498.0,244.0,273.0,487.0,5.0,88.0,1194.0,1.0,,31.0,13.0,22.0,123.0,587.0,515.0,24.0,72.0,890.0,6.0,15.0,28.0,57.0,21.0,44.0,1.0,0.0,16.0,3.0,,9.0,,1.0,2.0,14.0,1.0,,,1.0,31.0,8.0,,,19.0,1.0,,2.0,77.0,5.0,,,10.0,,1.0,,,,,,1.0,,2.0,2.0,2.0,27.0,9.0,,,6.0,7.0,1.0,0.0,,1.0,1.0,1.0,,,,,,,,
cpl::Football_Player::f5cced86d80d4ac4b60880f88aecac15,F. Tugwell,Pacific,Defender,2025,defender,4,360,0,0,0,0,0,0,1,3,0,0,0,0,0,79.0,6,1.5,0,0,0,0,0,0,0,0,25.0,57.89,62.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,3.0,5.0,4.0,51.0,,1.0,,,,19.0,8.0,11.0,88.0,2.0,,4.0,,2.0,,6.0,,11.0,5.0,6.0,,10.0,,,70.0,189.0,,1.0,28.0,,19.0,29.0,,,,,,4.0,2.0,3.0,8.0,147.0,47.0,106.0,145.0,3.0,2.0,360.0,,,20.0,3.0,,47.0,196.0,153.0,4.0,43.0,240.0,,9.0,20.0,28.0,15.0,23.0,,0.0,5.0,,,2.0,,,,1.0,,,,,2.0,1.0,,,1.0,,,,9.0,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
