playerId,playerName,team,position,season,role,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,AerialsWonPercentage,Pass%,GoalsConceded,GAA,Corners,GoalsFreeKick,HitWoodwork,PenaltyAttempts,PenaltiesSuccessful,YellowRedCards,Xg,Xgefficiency,TacklesWonPercentage,DuelsWonPercentage,AerialDuelsWonPercentage,CrossCompletePercentage,TotalDistanceCovered,AverageDistanceCovered,TotalDistanceCoveredWalking,AverageDistanceCoveredWalking,TotalDistanceCoveredJogging,AverageDistanceCoveredJogging,TotalDistanceCoveredLowIntensityRunning,AverageDistanceCoveredLowIntensityRunning,TotalDistanceCoveredSprinting,AverageDistanceCoveredSprinting,TotalDistanceCoveredHighIntensityRunning,AverageDistanceCoveredHighIntensityRunning,Sprints,SavesMade,TimePlayed,GkSuccessfulDistribution,PenaltiesConceded,SuccessfulLaunches,OpenPlayPasses,CornersWon,BackwardPasses,SuccessfulPassesOppositionHalf,UnsuccessfulLaunches,YellowCards,UnsuccessfulLongPasses,TotalLossesOfPossession,SuccessfulPassesOwnHalf,UnsuccessfulShortPasses,PenaltyGoalsConceded,Punches,TotalPasses,TotalFoulsConceded,SuccessfulShortPasses,GoalsConcededInsideBox,TotalUnsuccessfulPasses(ExclCrosses&Corners),RightsidePasses,KeyPasses(attemptAssists),UnsuccessfulPassesOppositionHalf,PenaltiesSaved,GoalkeeperSmother,Recoveries,Starts,Drops,UnsuccessfulPassesOwnHalf,Touches,Appearances,FoulAttemptedTackle,Catches,GroundDuels,ForwardPasses,TotalTouchesInOppositionBox,Index,DuelsWon,SuccessfulLongPasses,TotalFoulsWon,SavesMadeFromOutsideBox,SavesMade-Parried,AerialDuelsWon,Duels,TotalClearances,SavesMadeFromInsideBox,PenaltiesFaced,GamesPlayed,SavesFromPenalty,SavesMade-Caught,GkUnsuccessfulDistribution,GroundDuelsLost,LeftsidePasses,SuccessfulOpenPlayPasses,TotalSuccessfulPasses(ExclCrosses&Corners),AerialDuels,CleanSheets,DuelsLost,GroundDuelsWon,GoalsConcededOutsideBox,SubstituteOff,TotalRedCards,StraightRedCards,CrossesNotClaimed,OwnGoalScored,SuccessfulDribbles,TotalTackles,Putthrough/blockedDistribution,HandballsConceded,LastManTackle,TacklesWon,Interceptions,Putthrough/blockedDistributionWon,AerialDuelsLost,TacklesLost,ThrowInsToOwnPlayer,SubstituteOn,ShotsOffTarget(incWoodwork),TotalShots,BlockedShots,Blocks,ClearancesOffTheLine,UnsuccessfulCrossesOpenPlay,SuccessfulCrosses&Corners,ThrowInsToOppositionPlayer,SuccessfulCrossesOpenPlay,UnsuccessfulDribbles,UnsuccessfulCrosses&Corners,ThroughBalls,SuccessfulLay-offs,CornersTaken(inclShortCorners),RedCards-2ndYellow,UnsuccessfulCornersIntoBox,Assists(intentional),GoalAssists,Offsides,SuccessfulCornersIntoBox,ShotsOnTarget(IncGoals),AttemptsFromSetPieces,Goals,RightFootGoals,GoalsFromInsideBox,UnsuccessfulLay-offs,HeadedGoals,GoalsFromOutsideBox,LeftFootGoals,FoulWonPenalty,SecondGoalAssists,SetPiecesGoals,PenaltiesTaken,PenaltyGoals,OtherGoals,PenaltiesOffTarget
cpl::Football_Player::692d080cedb84a6cb1424836cc8e6daf,R. Garcia,Valour,Defender,2019,defender,16,943,0,2,1,0,1,2,36,16,8,1,2,0,45,78,21,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,943,,,8.0,377,4.0,88.0,145,15.0,2.0,36.0,144,157,52.0,2.0,,387,16.0,277,21.0,88.0,37,7.0,74,,,44.0,10.0,,27.0,677,16,15.0,,119.0,167.0,11.0,10,77.0,22.0,8.0,,,9.0,139.0,20.0,,,16,,,,51.0,95.0,290,299,20.0,2.0,62.0,68.0,,6.0,,,,,5.0,55.0,26.0,,,36.0,10.0,12.0,11.0,19.0,90.0,6.0,,1.0,2.0,2.0,,13.0,3.0,16.0,3.0,7.0,13.0,,,,,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,
cpl::Football_Player::404c4508ec1c45d681dab3a6b1037802,S. Thomas,Valour,Defender,2019,defender,22,1894,0,1,12,0,3,1,23,24,7,1,5,0,63,79,34,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1894,,1.0,10.0,834,1.0,62.0,184,51.0,5.0,95.0,206,482,92.0,4.0,,853,24.0,598,30.0,187.0,162,7.0,127,,,101.0,21.0,,61.0,1112,22,12.0,,84.0,396.0,23.0,10,111.0,68.0,7.0,,,65.0,186.0,99.0,,,22,,,,38.0,233.0,648,666,102.0,4.0,75.0,46.0,4.0,1.0,,,,,4.0,35.0,18.0,1.0,,23.0,23.0,10.0,37.0,12.0,9.0,1.0,9.0,12.0,2.0,20.0,1.0,1.0,,2.0,,,1.0,,,,,,1.0,1.0,1.0,,3.0,,,,,,,,,1.0,,,,,,
cpl::Football_Player::c00d4fd76cbb495c81cd71ee768b1239,J. Büscher,Cavalry,Midfielder,2019,midfielder,25,1768,5,4,27,0,13,4,44,51,50,2,5,0,31,77,10,0.51,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1768,,,5.0,972,10.0,209.0,420,26.0,5.0,92.0,417,396,154.0,1.0,,1026,51.0,697,10.0,246.0,247,37.0,297,,,187.0,21.0,,35.0,1511,25,34.0,,268.0,359.0,24.0,10,135.0,83.0,50.0,,,12.0,306.0,15.0,,,25,,,,145.0,211.0,742,780,38.0,4.0,171.0,123.0,,12.0,,,,,13.0,62.0,50.0,2.0,,44.0,29.0,23.0,26.0,18.0,7.0,4.0,14.0,27.0,5.0,4.0,,29.0,36.0,,8.0,8.0,86.0,2.0,11.0,68.0,,40.0,4.0,4.0,2.0,21.0,13.0,12.0,5.0,5.0,2.0,,,3.0,,,,1.0,1.0,,,
cpl::Football_Player::b78b9cf10b374d23824749c6e410990c,E. Adekugbe,York,Midfielder,2019,midfielder,19,1575,1,4,8,0,1,4,26,36,39,0,6,0,54,86,10,0.57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1575,,,4.0,919,1.0,204.0,312,8.0,6.0,39.0,188,503,104.0,1.0,,956,36.0,729,10.0,143.0,252,8.0,123,,,120.0,17.0,,28.0,1196,19,19.0,,166.0,284.0,3.0,10,117.0,84.0,39.0,,,18.0,199.0,17.0,,,19,,,,67.0,216.0,780,813,33.0,9.0,82.0,99.0,,1.0,,,,,21.0,41.0,30.0,2.0,,26.0,18.0,17.0,15.0,15.0,,2.0,7.0,8.0,1.0,2.0,,5.0,2.0,,2.0,2.0,8.0,2.0,14.0,2.0,,2.0,3.0,4.0,,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,,
cpl::Football_Player::3f9fd29f429f4cf7838256806a93e993,N. Ledgerwood,Cavalry,Midfielder,2019,midfielder,20,1317,3,1,17,0,9,1,26,29,25,3,4,0,52,64,9,0.62,25,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1317,,,6.0,500,4.0,79.0,170,32.0,4.0,77.0,257,172,111.0,1.0,,517,29.0,292,9.0,188.0,89,15.0,180,,,116.0,15.0,,36.0,779,20,21.0,,134.0,260.0,18.0,10,87.0,37.0,25.0,,,18.0,168.0,13.0,,,20,,,,65.0,89.0,318,329,34.0,2.0,81.0,69.0,,9.0,,,,,3.0,43.0,25.0,,,26.0,23.0,12.0,16.0,17.0,1.0,5.0,8.0,17.0,4.0,3.0,,16.0,13.0,1.0,,4.0,28.0,,6.0,25.0,,9.0,1.0,1.0,3.0,13.0,9.0,,3.0,3.0,3.0,,,,,,,,2.0,2.0,,
cpl::Football_Player::2e1e79cce5ce42688603ef02e9ccf402,Z. Sukunda,Valour,Midfielder,2019,midfielder,17,841,0,0,5,0,2,0,7,9,10,1,0,0,33,78,16,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,841,,,1.0,251,5.0,75.0,113,8.0,,13.0,119,85,44.0,,,254,9.0,191,14.0,57.0,38,6.0,51,,,39.0,10.0,,15.0,408,17,6.0,,61.0,76.0,9.0,10,30.0,6.0,10.0,,,5.0,76.0,11.0,,,17,,,,36.0,65.0,194,197,15.0,,46.0,25.0,2.0,7.0,,,,,9.0,8.0,13.0,,,7.0,10.0,7.0,10.0,1.0,8.0,7.0,3.0,5.0,2.0,,,9.0,1.0,2.0,1.0,3.0,9.0,1.0,1.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,,
cpl::Football_Player::9a6571b3737143b79989244b08fbd50d,S. Camargo,Cavalry,Midfielder,2019,midfielder,20,1260,6,3,18,0,11,3,8,10,15,7,1,0,33,76,9,0.64,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1260,,,1.0,376,12.0,103.0,204,1.0,1.0,6.0,202,92,89.0,,,388,10.0,283,9.0,95.0,113,19.0,102,,,68.0,15.0,,12.0,630,20,6.0,,122.0,96.0,77.0,10,61.0,10.0,15.0,,,9.0,149.0,4.0,,,20,,,,70.0,76.0,282,293,27.0,2.0,88.0,52.0,,8.0,,,,,20.0,18.0,26.0,1.0,,8.0,8.0,11.0,18.0,10.0,3.0,5.0,7.0,18.0,6.0,1.0,,17.0,3.0,1.0,2.0,19.0,19.0,1.0,7.0,6.0,,2.0,3.0,3.0,7.0,1.0,11.0,,6.0,5.0,6.0,,,,1.0,,,,,,,
cpl::Football_Player::025b3abb0a9541f29ad82d9cd2eb8335,J. Escalante,Cavalry,Midfielder,2019,midfielder,24,1613,4,4,33,0,16,4,24,24,45,10,3,1,40,71,12,0.67,54,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1613,,,5.0,427,22.0,115.0,234,11.0,3.0,39.0,320,124,97.0,2.0,,456,24.0,296,12.0,136.0,154,24.0,184,,,84.0,18.0,,31.0,918,24,14.0,,185.0,133.0,63.0,10,108.0,24.0,45.0,,,18.0,230.0,10.0,,,24,,,,95.0,54.0,297,320,45.0,4.0,122.0,90.0,,6.0,1.0,1.0,,,13.0,33.0,43.0,,,24.0,9.0,22.0,27.0,9.0,24.0,6.0,17.0,33.0,10.0,,,40.0,38.0,3.0,15.0,29.0,79.0,,3.0,54.0,,26.0,4.0,4.0,10.0,17.0,16.0,5.0,4.0,,2.0,,,2.0,4.0,1.0,1.0,1.0,1.0,1.0,,
cpl::Football_Player::f77e3806065040479a624ed8a41a3971,S. Firth,Wanderers,Midfielder,2019,midfielder,8,287,0,0,3,0,2,0,2,1,0,0,0,0,60,86,7,2.2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,287,,,1.0,107,1.0,22.0,41,4.0,,8.0,43,53,8.0,1.0,,110,1.0,88,5.0,16.0,26,1.0,17,,,15.0,2.0,,7.0,166,8,1.0,,25.0,39.0,,10,14.0,6.0,,,,3.0,30.0,3.0,,,8,,,,14.0,23.0,92,94,5.0,,16.0,11.0,2.0,,,,,,1.0,10.0,1.0,,,2.0,4.0,1.0,2.0,8.0,,6.0,1.0,3.0,1.0,1.0,,,,,,2.0,8.0,,1.0,9.0,,7.0,,,,,2.0,3.0,,,,,,,,,,,,,,
cpl::Football_Player::3c502e89633840d7a81049bf39c404ca,A. González,Pacific,Midfielder,2019,midfielder,20,1746,0,2,14,0,4,2,29,34,31,0,4,1,44,86,32,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1746,,,6.0,1200,2.0,155.0,415,13.0,4.0,53.0,229,664,123.0,4.0,,1253,34.0,993,28.0,176.0,367,6.0,123,,,163.0,20.0,,57.0,1505,20,22.0,,178.0,393.0,3.0,10,118.0,84.0,31.0,,,17.0,216.0,15.0,,,20,,,,77.0,338.0,1031,1077,38.0,3.0,98.0,101.0,4.0,3.0,1.0,1.0,,,26.0,46.0,21.0,2.0,,29.0,22.0,12.0,21.0,17.0,5.0,,10.0,14.0,1.0,3.0,,4.0,2.0,,2.0,4.0,4.0,1.0,6.0,,,,2.0,2.0,,,4.0,,,,,,,,,,,,,,,
cpl::Football_Player::5d77e0485af444f69dabfd3ef4a8ffdf,J. Marcelin,Edmonton,Midfielder,2019,midfielder,21,1699,0,0,3,0,2,0,19,24,17,1,2,0,67,83,22,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1699,,1.0,14.0,838,,82.0,249,29.0,2.0,68.0,200,467,85.0,5.0,,868,24.0,640,18.0,153.0,209,7.0,97,,,124.0,18.0,,61.0,1107,21,15.0,,117.0,313.0,16.0,10,90.0,75.0,17.0,,,35.0,169.0,52.0,,,21,,,,62.0,264.0,691,715,52.0,5.0,79.0,55.0,4.0,1.0,,,,,13.0,26.0,21.0,1.0,,19.0,29.0,5.0,17.0,7.0,2.0,3.0,1.0,3.0,4.0,7.0,,5.0,1.0,,1.0,5.0,5.0,,3.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,,
cpl::Football_Player::b4a952aa612a4f45a9de62c3212b6d42,T. Tchani,Edmonton,Midfielder,2019,midfielder,5,192,0,0,5,0,2,0,2,8,2,0,0,0,88,79,3,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,192,,,,134,,28.0,65,2.0,,6.0,39,46,24.0,1.0,,141,8.0,103,2.0,30.0,28,1.0,26,,,23.0,2.0,,6.0,186,5,7.0,,31.0,46.0,3.0,10,24.0,8.0,2.0,,,8.0,40.0,3.0,,,5,,,,15.0,39.0,104,111,9.0,,16.0,16.0,1.0,1.0,,,,,11.0,3.0,2.0,,,2.0,3.0,1.0,1.0,1.0,,3.0,3.0,5.0,1.0,2.0,,2.0,,,,1.0,2.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,
cpl::Football_Player::5e944a82a82b42b483bed288bb7633a8,M. Aparicio,Atlético,Midfielder,2019,midfielder,25,2159,2,2,33,0,12,2,32,55,37,1,5,1,33,78,30,1.25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2159,,,3.0,1248,11.0,210.0,616,19.0,5.0,77.0,476,395,211.0,1.0,,1289,55.0,923,24.0,288.0,300,37.0,266,,,164.0,25.0,,53.0,1825,25,34.0,,325.0,473.0,49.0,10,154.0,78.0,37.0,,,13.0,364.0,8.0,,,25,,,,184.0,306.0,964,1001,39.0,3.0,210.0,141.0,6.0,6.0,1.0,,,,46.0,58.0,54.0,1.0,,32.0,31.0,20.0,26.0,26.0,33.0,,21.0,33.0,8.0,,,26.0,10.0,2.0,8.0,42.0,31.0,2.0,25.0,10.0,1.0,5.0,2.0,2.0,1.0,2.0,12.0,2.0,2.0,2.0,,1.0,,2.0,,,,1.0,,,,
cpl::Football_Player::82ff8e880ba54f74a34fe1f8165f3b46,Matthew Baldisimo,York,Midfielder,2019,midfielder,22,1809,0,0,5,0,2,0,28,34,23,0,5,1,44,85,32,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1809,,,5.0,903,1.0,108.0,264,12.0,5.0,57.0,209,511,90.0,4.0,,921,34.0,710,28.0,147.0,259,12.0,112,,,107.0,21.0,,42.0,1172,22,27.0,,180.0,350.0,6.0,10,104.0,64.0,23.0,,,22.0,230.0,29.0,,,22,,,,98.0,204.0,758,774,50.0,2.0,126.0,82.0,4.0,7.0,1.0,,,,13.0,47.0,16.0,,,28.0,26.0,10.0,28.0,19.0,2.0,1.0,3.0,5.0,2.0,3.0,,7.0,1.0,,1.0,5.0,7.0,,3.0,,1.0,,,,,,2.0,,,,,1.0,,,,,,,,,,
cpl::Football_Player::0193e9b2803b43938a676ad9232cede8,N. Verhoeven,Atlético,Midfielder,2019,midfielder,24,1850,0,1,8,0,4,1,18,16,32,1,1,0,37,82,39,1.9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1850,,,6.0,887,11.0,164.0,416,21.0,1.0,56.0,346,354,115.0,4.0,,924,16.0,710,33.0,171.0,239,24.0,186,,,134.0,21.0,,42.0,1343,24,6.0,,172.0,318.0,16.0,10,91.0,43.0,32.0,,,9.0,196.0,8.0,,,24,,,,90.0,203.0,720,753,24.0,3.0,105.0,82.0,6.0,4.0,,,,,25.0,26.0,29.0,1.0,,18.0,12.0,17.0,15.0,8.0,47.0,3.0,4.0,8.0,7.0,2.0,,23.0,17.0,8.0,8.0,25.0,57.0,4.0,9.0,36.0,,21.0,1.0,1.0,1.0,7.0,4.0,1.0,,,,2.0,,,,,,,,,,
cpl::Football_Player::eab0ad0262a74f8b93974c91a77742b0,L. Béland-Goyette,Montréal,Midfielder,2019,midfielder,21,1772,1,3,9,0,2,3,40,34,32,0,5,0,42,85,38,1.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1772,,,2.0,828,3.0,114.0,383,4.0,5.0,49.0,210,357,86.0,5.0,,873,34.0,652,34.0,135.0,258,25.0,113,,,142.0,21.0,,28.0,1154,21,27.0,,199.0,300.0,4.0,10,104.0,86.0,32.0,,,8.0,218.0,19.0,,,21,,,,103.0,201.0,697,738,19.0,4.0,114.0,96.0,4.0,3.0,,,,,9.0,55.0,17.0,,,40.0,32.0,6.0,11.0,15.0,1.0,,7.0,9.0,4.0,5.0,,5.0,2.0,,2.0,10.0,6.0,2.0,1.0,1.0,,,1.0,3.0,,,2.0,,1.0,1.0,,,,1.0,,,,,,,,
cpl::Football_Player::3b2b76d0e95d43c49e03ac674ada8e99,E. Estevez,York,Midfielder,2019,midfielder,18,627,1,1,9,0,6,1,8,12,24,1,2,0,11,79,7,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,627,,,,213,3.0,39.0,108,1.0,2.0,9.0,131,62,38.0,,,215,12.0,166,6.0,47.0,70,5.0,42,,,46.0,5.0,,11.0,393,18,4.0,,105.0,62.0,24.0,10,46.0,2.0,24.0,,,1.0,114.0,1.0,,,18,,,,60.0,44.0,166,168,9.0,,68.0,45.0,1.0,4.0,,,,,13.0,8.0,11.0,3.0,,8.0,4.0,3.0,8.0,,4.0,13.0,3.0,9.0,3.0,,,5.0,2.0,,2.0,23.0,6.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,6.0,,1.0,,1.0,1.0,,,1.0,,,,,,,
cpl::Football_Player::2fdee78c278446efafb1161f66676b0f,P. Lincourt-Joseph,Edmonton,Midfielder,2019,midfielder,11,346,0,0,2,0,1,0,6,1,8,1,0,1,33,76,5,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,346,,,1.0,141,,33.0,60,1.0,,7.0,58,49,28.0,2.0,,143,1.0,102,4.0,35.0,27,3.0,29,,,22.0,3.0,,8.0,214,11,1.0,,43.0,54.0,,10,28.0,6.0,8.0,,,3.0,52.0,4.0,,,11,,,,18.0,29.0,107,108,9.0,,24.0,25.0,1.0,2.0,1.0,1.0,,,5.0,12.0,5.0,,,6.0,3.0,3.0,6.0,6.0,,8.0,1.0,2.0,2.0,,,2.0,1.0,,,1.0,2.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,
cpl::Football_Player::d3094fbcd4f4424d9d3311ab5dd5dc24,N. Galvis,Valour,Midfielder,2019,midfielder,11,488,0,0,5,0,0,0,2,11,4,0,1,0,45,76,8,1.48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,488,,,1.0,197,3.0,44.0,82,6.0,1.0,12.0,97,74,37.0,2.0,,203,11.0,147,7.0,49.0,72,3.0,40,,,31.0,7.0,,19.0,331,11,9.0,,49.0,56.0,9.0,10,22.0,7.0,4.0,,,5.0,60.0,3.0,,,11,,,,32.0,31.0,149,154,11.0,,38.0,17.0,1.0,7.0,,,,,9.0,4.0,16.0,,,2.0,9.0,3.0,6.0,2.0,22.0,4.0,5.0,5.0,2.0,,,7.0,2.0,5.0,2.0,3.0,10.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::a8f970587d494acfb868d781b9732883,J.Stoddart,Forge,Midfielder,2019,midfielder,1,14,0,0,0,0,0,0,1,0,0,0,0,0,0,84,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,,,,6,,2.0,3,,,,3,2,1.0,,,6,,5,,1.0,1,,1,,,1.0,,,,10,1,,,4.0,2.0,,10,2.0,,,,,,5.0,,,,1,,,,2.0,1.0,5,5,1.0,,3.0,2.0,,,,,,,,2.0,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::c3a357530ca345ee801114eea7ffc636,Soria,Edmonton,Midfielder,2019,midfielder,23,2011,1,3,13,0,4,3,25,18,10,1,3,0,53,77,23,1.03,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2011,,,9.0,1033,7.0,135.0,435,30.0,3.0,102.0,365,425,157.0,4.0,,1085,18.0,750,20.0,259.0,275,26.0,245,,,141.0,22.0,,65.0,1399,23,9.0,,98.0,405.0,9.0,10,80.0,76.0,10.0,,,28.0,150.0,27.0,,,23,,,,46.0,270.0,793,826,52.0,8.0,70.0,52.0,3.0,,,,,,5.0,39.0,22.0,2.0,,25.0,32.0,6.0,24.0,14.0,6.0,1.0,9.0,13.0,,6.0,,11.0,34.0,1.0,5.0,2.0,51.0,2.0,9.0,50.0,,24.0,3.0,3.0,1.0,24.0,4.0,4.0,1.0,,,2.0,,1.0,1.0,,1.0,1.0,,,,
cpl::Football_Player::6a778700603244eeabcce04c59c6ccc0,A. Hojabrpour,Forge,Midfielder,2019,midfielder,22,1731,0,0,9,0,2,0,38,26,16,1,4,0,47,86,31,1.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1731,,,1.0,894,3.0,116.0,307,9.0,4.0,50.0,175,469,86.0,4.0,,910,26.0,694,27.0,136.0,230,12.0,99,,,96.0,20.0,,39.0,1165,22,19.0,,146.0,286.0,8.0,10,100.0,80.0,16.0,,,19.0,186.0,42.0,,,22,,,,65.0,278.0,759,774,40.0,2.0,86.0,81.0,4.0,4.0,,,,,7.0,59.0,21.0,1.0,,38.0,20.0,17.0,21.0,21.0,2.0,2.0,7.0,9.0,5.0,11.0,,2.0,2.0,,,3.0,2.0,3.0,5.0,1.0,,,,,1.0,1.0,2.0,,,,,1.0,,,,,,,,,,
cpl::Football_Player::33b0cf3a477d454f96fe4f14c3b6125c,A. Achinioti-Jönsson,Forge,Midfielder,2019,midfielder,25,1761,0,2,5,0,1,2,30,29,35,0,0,0,55,82,15,0.77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1761,,,3.0,824,2.0,112.0,284,21.0,,36.0,181,412,118.0,1.0,,850,29.0,645,13.0,154.0,235,4.0,101,,,113.0,20.0,,53.0,1103,25,14.0,,147.0,233.0,7.0,10,128.0,51.0,35.0,,,33.0,206.0,36.0,,,25,,,,52.0,270.0,671,696,59.0,9.0,78.0,95.0,2.0,4.0,,,,,20.0,43.0,21.0,1.0,,30.0,44.0,7.0,26.0,13.0,1.0,5.0,4.0,5.0,,5.0,,,,,,4.0,,1.0,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,
cpl::Football_Player::3b2542a004d146b1bf7e3ef7f0ec811f,B. Zebie,Edmonton,Midfielder,2019,midfielder,23,1767,1,0,14,0,6,0,29,17,24,4,2,0,43,83,22,1.12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1767,,,5.0,670,5.0,185.0,277,10.0,2.0,17.0,250,290,101.0,3.0,,685,17.0,548,20.0,118.0,193,9.0,107,,,92.0,20.0,,38.0,1065,23,10.0,,174.0,206.0,29.0,10,105.0,19.0,24.0,,,16.0,211.0,14.0,,,23,,,,85.0,101.0,552,567,37.0,6.0,106.0,89.0,2.0,7.0,,,,,19.0,48.0,33.0,1.0,,29.0,21.0,14.0,21.0,19.0,43.0,3.0,8.0,14.0,4.0,6.0,1.0,26.0,,7.0,,17.0,27.0,,12.0,,,,,,4.0,,6.0,,1.0,,1.0,2.0,,,1.0,,,,,,,
cpl::Football_Player::316e45756fc44527ada7b1ea025918b0,J. Di Chiara,York,Midfielder,2019,midfielder,23,1755,2,1,17,0,5,1,33,38,50,1,6,0,44,89,27,1.38,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1755,,,3.0,967,8.0,179.0,421,10.0,6.0,29.0,198,471,92.0,1.0,,1012,38.0,840,18.0,121.0,255,16.0,88,,,125.0,20.0,,35.0,1366,23,21.0,,229.0,275.0,39.0,10,143.0,51.0,50.0,,,16.0,265.0,17.0,,,23,,,,102.0,303.0,847,891,36.0,3.0,122.0,127.0,9.0,6.0,,,,,25.0,53.0,44.0,,,33.0,31.0,25.0,20.0,20.0,5.0,3.0,12.0,17.0,9.0,4.0,,2.0,1.0,,1.0,14.0,2.0,2.0,18.0,,,,,1.0,1.0,,5.0,2.0,2.0,2.0,2.0,3.0,,,,1.0,,,2.0,2.0,,
cpl::Football_Player::d63d5cf0c66246d98d2023f78014180a,M. Eustáquio,Cavalry,Midfielder,2019,midfielder,10,533,0,0,2,0,1,0,11,16,11,0,2,1,55,77,7,1.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,533,,,2.0,340,1.0,43.0,116,11.0,2.0,29.0,106,160,56.0,2.0,,360,16.0,238,4.0,85.0,90,2.0,61,,,43.0,5.0,,29.0,457,10,8.0,,65.0,128.0,,10,44.0,37.0,11.0,,,15.0,92.0,9.0,,,10,,,,36.0,99.0,257,275,27.0,2.0,48.0,29.0,3.0,,1.0,1.0,,,2.0,17.0,9.0,1.0,,11.0,11.0,5.0,12.0,6.0,2.0,5.0,1.0,2.0,1.0,1.0,,3.0,1.0,1.0,1.0,3.0,5.0,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,
cpl::Football_Player::d80c8273244649a0841591e849fc3590,D. Gutiérrez,Cavalry,Midfielder,2019,midfielder,23,1605,0,1,7,0,3,1,28,14,27,0,4,0,44,79,32,1.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1605,,,4.0,805,5.0,151.0,351,22.0,4.0,56.0,266,320,128.0,4.0,,850,14.0,609,27.0,184.0,146,19.0,136,,,139.0,18.0,,57.0,1223,23,8.0,,163.0,312.0,19.0,10,119.0,57.0,27.0,,,16.0,199.0,21.0,,,23,,,,60.0,241.0,630,666,36.0,3.0,80.0,103.0,5.0,7.0,,,,,32.0,44.0,36.0,,,28.0,21.0,13.0,20.0,16.0,68.0,5.0,4.0,7.0,3.0,4.0,,9.0,5.0,14.0,5.0,10.0,9.0,2.0,7.0,1.0,,,1.0,1.0,,1.0,3.0,4.0,,,,,,,,1.0,,,,,,
