playerId,playerName,team,position,season,role,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,AerialsWonPercentage,Pass%,GoalsConceded,GAA,Corners,GoalsFreeKick,HitWoodwork,PenaltyAttempts,PenaltiesSuccessful,YellowRedCards,Xg,Xgefficiency,TacklesWonPercentage,DuelsWonPercentage,AerialDuelsWonPercentage,CrossCompletePercentage,TotalDistanceCovered,AverageDistanceCovered,TotalDistanceCoveredWalking,AverageDistanceCoveredWalking,TotalDistanceCoveredJogging,AverageDistanceCoveredJogging,TotalDistanceCoveredLowIntensityRunning,AverageDistanceCoveredLowIntensityRunning,TotalDistanceCoveredSprinting,AverageDistanceCoveredSprinting,TotalDistanceCoveredHighIntensityRunning,AverageDistanceCoveredHighIntensityRunning,Sprints,KeyPasses(attemptAssists),Touches,YellowCards,TotalUnsuccessfulPasses(ExclCrosses&Corners),TimePlayed,GroundDuelsLost,Catches,AerialDuelsWon,DuelsWon,GoalsConcededOutsideBox,PenaltiesFaced,SuccessfulOpenPlayPasses,SuccessfulLaunches,GroundDuels,SavesMadeFromInsideBox,Duels,UnsuccessfulLaunches,Putthrough/blockedDistribution,CleanSheets,LeftsidePasses,Starts,SavesMade-Parried,SavesMade,TotalFoulsConceded,PenaltyGoalsConceded,GoalsConcededInsideBox,TotalClearances,TotalPasses,Recoveries,SuccessfulPassesOppositionHalf,GoalkeeperSmother,GkUnsuccessfulDistribution,GamesPlayed,SuccessfulPassesOwnHalf,ForwardPasses,RightsidePasses,Drops,Putthrough/blockedDistributionWon,UnsuccessfulLongPasses,Punches,DuelsLost,SuccessfulLongPasses,GkSuccessfulDistribution,TotalLossesOfPossession,Index,Appearances,OpenPlayPasses,UnsuccessfulShortPasses,SavesMadeFromOutsideBox,FoulAttemptedTackle,SuccessfulShortPasses,AerialDuels,TacklesLost,TotalTackles,TotalTouchesInOppositionBox,TotalSuccessfulPasses(ExclCrosses&Corners),UnsuccessfulPassesOppositionHalf,TotalFoulsWon,GoalKicks,GroundDuelsWon,UnsuccessfulPassesOwnHalf,PenaltiesConceded,CornersWon,WinningGoal,SavesMade-Caught,AerialDuelsLost,Interceptions,SuccessfulDribbles,SubstituteOff,SubstituteOn,CrossesNotClaimed,UnsuccessfulLay-offs,SavesFromPenalty,PenaltiesSaved,OwnGoalScored,CornersTaken(inclShortCorners),TotalShots,UnsuccessfulCrossesOpenPlay,ThrowInsToOppositionPlayer,UnsuccessfulCrosses&Corners,TacklesWon,BlockedShots,ShotsOnTarget(IncGoals),TimesTackled,Blocks,SuccessfulCrosses&Corners,ThrowInsToOwnPlayer,UnsuccessfulCornersIntoBox,SuccessfulCrossesOpenPlay,SuccessfulCornersIntoBox,BackwardPasses,UnsuccessfulDribbles,RightFootGoals,SuccessfulLay-offs,Assists(intentional),GoalsFromInsideBox,Goals,Offsides,PenaltiesTaken,GoalAssists,ShotsOffTarget(incWoodwork),PenaltyGoals,LeftFootGoals,SecondGoalAssists,AttemptsFromSetPieces,HomeGoals,AwayGoals,HandballsConceded,Overruns,HeadedGoals,ThroughBalls,LastManTackle,FoulWonPenalty,ClearancesOffTheLine,GoalsFromOutsideBox,StraightRedCards,TotalRedCards,LastPlayerTackle,RedCards-2ndYellow,SetPiecesGoals,PenaltiesOffTarget,OtherGoals
cpl::Football_Player::a90bb203b7f24093abfdfd43e8c6ff40,M. Duncan,Forge,Defender,2023,defender,10,249,0,0,0,0,0,0,8,3,3,0,1,0,54,78.0,4,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,215.0,1.0,30.0,249.0,3.0,,6.0,24.0,,,103.0,,21.0,,32.0,3.0,9.0,,43.0,2.0,,,3.0,1.0,4.0,6.0,135.0,17.0,63.0,,,10.0,45.0,52.0,20.0,,4.0,7.0,,8.0,6.0,,51.0,10.0,10.0,133.0,23.0,,2.0,99.0,11.0,6.0,14.0,2.0,105.0,25.0,3.0,,18.0,10.0,,1.0,0.0,,5.0,4.0,1.0,2.0,8.0,,,,,,,,5.0,10.0,5.0,8.0,1.0,,1.0,,3.0,14.0,,3.0,,20.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
cpl::Football_Player::2158eb23a8d7408ea2e9b1d9ac59f461,G. Pianelli,Valour,Defender,2023,defender,17,1292,1,0,7,0,2,0,7,17,6,0,3,0,57,80.0,22,1.53,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,792.0,3.0,134.0,1292.0,23.0,,28.0,49.0,2.0,,512.0,7.0,44.0,,93.0,17.0,9.0,3.0,214.0,15.0,,,17.0,1.0,20.0,47.0,670.0,68.0,173.0,,,17.0,363.0,285.0,134.0,,5.0,60.0,,44.0,34.0,2.0,145.0,10.0,17.0,646.0,74.0,,4.0,502.0,49.0,6.0,13.0,12.0,536.0,85.0,6.0,2.0,21.0,53.0,,1.0,1.0,,21.0,15.0,2.0,2.0,2.0,,,,,,,7.0,4.0,,4.0,7.0,,2.0,,6.0,,,,,,37.0,,,,,1.0,1.0,,,,5.0,,,,,1.0,0.0,1.0,,1.0,,,,,,,,,,,,
cpl::Football_Player::91a17f348e28482898c8dbc5480ad503,P. Amedume,Pacific,Defender,2023,defender,14,656,0,0,2,0,0,0,5,3,9,1,2,0,69,90.0,7,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,517.0,2.0,44.0,656.0,7.0,,9.0,26.0,,,372.0,3.0,24.0,,37.0,4.0,4.0,1.0,91.0,7.0,,,3.0,,7.0,17.0,426.0,29.0,121.0,,,14.0,262.0,154.0,152.0,,2.0,14.0,,11.0,14.0,,55.0,10.0,14.0,415.0,30.0,,2.0,368.0,13.0,2.0,7.0,5.0,382.0,21.0,9.0,,17.0,23.0,,1.0,0.0,,4.0,6.0,1.0,3.0,7.0,,,,,,,2.0,,2.0,,5.0,1.0,,4.0,,1.0,24.0,,1.0,,29.0,1.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::3b272b35b0294b428a237259d657f8f3,M. Niba,Atlético,Defender,2023,defender,12,645,0,1,1,0,0,1,11,15,4,0,2,0,64,73.0,10,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,418.0,2.0,68.0,645.0,32.0,,18.0,45.0,3.0,,172.0,3.0,59.0,,87.0,16.0,15.0,2.0,11.0,9.0,,,15.0,,7.0,21.0,246.0,53.0,73.0,,,12.0,106.0,110.0,70.0,,8.0,33.0,,42.0,21.0,,128.0,10.0,12.0,238.0,35.0,,7.0,157.0,28.0,10.0,21.0,4.0,178.0,63.0,4.0,,27.0,14.0,,3.0,0.0,,10.0,10.0,2.0,5.0,3.0,,,,,1.0,,1.0,9.0,35.0,9.0,11.0,2.0,,9.0,2.0,1.0,26.0,,1.0,,55.0,4.0,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,
cpl::Football_Player::bc3018329eb248b4a54fd137fa4f2cbc,M. James,Forge,Defender,2023,defender,28,2514,0,2,17,0,7,2,26,32,33,1,8,0,65,83.0,32,1.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,2232.0,8.0,312.0,2514.0,70.0,,62.0,167.0,6.0,,1459.0,7.0,175.0,,269.0,21.0,37.0,9.0,521.0,28.0,,,32.0,4.0,26.0,82.0,1829.0,198.0,532.0,,,28.0,987.0,695.0,520.0,,12.0,128.0,,102.0,129.0,1.0,388.0,10.0,28.0,1760.0,184.0,,15.0,1388.0,94.0,16.0,42.0,47.0,1517.0,202.0,33.0,1.0,105.0,113.0,1.0,3.0,0.0,,32.0,30.0,31.0,1.0,,,,,,,,17.0,3.0,,3.0,26.0,2.0,7.0,30.0,10.0,2.0,17.0,,2.0,,93.0,15.0,,1.0,1.0,,,1.0,,2.0,10.0,,,,,,,2.0,3.0,,3.0,,,,,,,,,,,
cpl::Football_Player::ce073937285b4114bca2f2a3b658f3da,L. Singh,York,Defender,2023,defender,25,2223,1,0,11,0,6,0,13,22,5,0,5,0,61,85.0,25,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1501.0,5.0,197.0,2223.0,53.0,,30.0,71.0,2.0,,1033.0,6.0,94.0,,143.0,33.0,22.0,8.0,224.0,25.0,,,22.0,,23.0,70.0,1258.0,130.0,359.0,,,25.0,702.0,435.0,562.0,,17.0,116.0,,72.0,142.0,,224.0,10.0,25.0,1228.0,81.0,,12.0,919.0,49.0,12.0,25.0,9.0,1061.0,129.0,5.0,,41.0,68.0,,3.0,0.0,,19.0,21.0,11.0,3.0,,,,,,1.0,,11.0,,1.0,,13.0,1.0,6.0,14.0,8.0,,2.0,,,,37.0,11.0,1.0,,,1.0,1.0,,,,5.0,,,,1.0,1.0,0.0,,,,1.0,,,,,,,,,,,
cpl::Football_Player::1a506f4011a54179840901247a114e35,K. Ouimette,Atlético,Defender,2023,defender,26,2192,0,0,4,0,1,0,32,24,20,0,5,0,68,83.0,26,1.07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1455.0,5.0,189.0,2192.0,53.0,,40.0,109.0,5.0,,867.0,15.0,122.0,,180.0,46.0,26.0,9.0,420.0,24.0,,,24.0,,21.0,81.0,1083.0,106.0,297.0,,,26.0,597.0,410.0,177.0,,15.0,89.0,,71.0,77.0,,251.0,10.0,26.0,1056.0,100.0,,12.0,817.0,58.0,17.0,49.0,19.0,894.0,134.0,20.0,,69.0,67.0,,4.0,0.0,,18.0,27.0,1.0,1.0,2.0,,,,,,2.0,4.0,11.0,24.0,12.0,32.0,5.0,1.0,12.0,8.0,,60.0,1.0,,,76.0,5.0,,,,,,,,,3.0,,,,,,,2.0,,,,1.0,,1.0,,,,,,,,
cpl::Football_Player::347018d8099042888a6076bd0cea0744,K. Çela,Forge,Defender,2023,defender,23,1712,2,1,12,0,2,1,15,18,9,2,3,0,61,84.0,29,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1171.0,3.0,157.0,1712.0,25.0,,49.0,81.0,3.0,,779.0,7.0,57.0,,137.0,22.0,13.0,4.0,319.0,18.0,,,18.0,,26.0,81.0,969.0,77.0,199.0,,,23.0,613.0,329.0,275.0,,10.0,83.0,,56.0,58.0,2.0,166.0,10.0,23.0,933.0,74.0,,3.0,754.0,80.0,7.0,22.0,26.0,812.0,104.0,9.0,2.0,32.0,55.0,,3.0,0.0,,31.0,17.0,1.0,1.0,5.0,,,,,,,12.0,2.0,,2.0,15.0,1.0,2.0,,18.0,,1.0,,,,46.0,,,,1.0,2.0,2.0,2.0,,1.0,10.0,,,,1.0,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,
cpl::Football_Player::242992e119ea4cf3b76878a2029dddac,P. Gee,Vancouver FC,Defender,2023,defender,26,2330,0,1,5,0,3,1,22,24,21,3,6,0,43,82.0,40,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1795.0,6.0,249.0,2330.0,76.0,,26.0,106.0,8.0,,1048.0,12.0,156.0,,216.0,25.0,35.0,5.0,358.0,26.0,,,24.0,1.0,32.0,73.0,1333.0,149.0,474.0,,,26.0,626.0,569.0,277.0,,13.0,114.0,,110.0,107.0,,362.0,10.0,26.0,1290.0,135.0,,8.0,977.0,60.0,11.0,33.0,12.0,1084.0,222.0,21.0,,80.0,75.0,,13.0,0.0,,34.0,21.0,27.0,2.0,,,,,,,,5.0,47.0,9.0,48.0,22.0,5.0,3.0,27.0,7.0,16.0,88.0,,15.0,,129.0,16.0,,,,,,3.0,,1.0,2.0,,,1.0,,,,1.0,4.0,,5.0,,,,,,,,,,,
cpl::Football_Player::5d3e254b11fe4041bdd0b85385ae0907,L. Thompson,Vancouver FC,Defender,2023,defender,3,48,0,0,0,0,0,0,2,2,0,0,1,0,0,62.0,2,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,26.0,1.0,5.0,48.0,5.0,,,4.0,,,8.0,,9.0,,9.0,2.0,1.0,,4.0,,,,2.0,1.0,2.0,3.0,13.0,3.0,2.0,,,3.0,6.0,4.0,3.0,,1.0,2.0,,5.0,,,6.0,10.0,3.0,13.0,3.0,,1.0,8.0,,2.0,4.0,,8.0,5.0,,,4.0,,,,0.0,,,,,,3.0,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::b48a3c5692c34ed3915577a233b54697,N. Abatneh,Atlético,Defender,2023,defender,12,637,0,0,1,0,0,0,9,5,6,0,1,1,47,91.0,12,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,468.0,1.0,35.0,637.0,9.0,,11.0,35.0,2.0,,348.0,,33.0,,56.0,1.0,11.0,,157.0,8.0,,,5.0,,10.0,15.0,388.0,30.0,73.0,,,12.0,280.0,110.0,96.0,,6.0,11.0,,21.0,8.0,,40.0,10.0,12.0,382.0,24.0,,4.0,345.0,23.0,4.0,13.0,3.0,353.0,17.0,6.0,,24.0,18.0,1.0,,0.0,,12.0,8.0,5.0,3.0,4.0,,,,,,,1.0,,,,9.0,,,2.0,4.0,,7.0,,,,25.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,1.0,1.0,,,,,
cpl::Football_Player::ddaa28ce30bc4ad8888405cb267a86cc,Miguel Acosta,Atlético,Defender,2023,defender,25,2168,1,2,8,0,5,2,48,29,11,1,3,0,51,82.0,31,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,1368.0,3.0,169.0,2168.0,100.0,,15.0,113.0,5.0,,702.0,8.0,198.0,,227.0,32.0,45.0,7.0,296.0,24.0,,,29.0,,26.0,55.0,890.0,120.0,299.0,,,25.0,429.0,332.0,147.0,,19.0,85.0,,114.0,77.0,,280.0,10.0,25.0,869.0,84.0,,19.0,644.0,29.0,27.0,75.0,12.0,721.0,144.0,11.0,,98.0,55.0,,4.0,0.0,,14.0,24.0,13.0,2.0,1.0,,,,,,,8.0,30.0,37.0,30.0,48.0,,5.0,28.0,7.0,7.0,98.0,,7.0,,115.0,10.0,1.0,,1.0,1.0,1.0,1.0,,2.0,3.0,,,,,1.0,0.0,1.0,2.0,,2.0,,,,,,,,,,,
cpl::Football_Player::56d0b0c6af014268ba1e3a54193096e4,B. Vliet,Cavalry,Defender,2023,defender,14,842,0,2,6,0,3,2,20,15,7,1,3,0,80,78.0,14,1.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,619.0,3.0,79.0,842.0,29.0,,8.0,52.0,,,265.0,4.0,73.0,,83.0,13.0,14.0,2.0,17.0,9.0,,,15.0,3.0,14.0,19.0,355.0,46.0,154.0,,,14.0,133.0,188.0,115.0,,8.0,44.0,,31.0,38.0,,160.0,10.0,14.0,341.0,35.0,,10.0,238.0,10.0,7.0,27.0,2.0,276.0,93.0,7.0,,44.0,26.0,,8.0,0.0,,2.0,18.0,10.0,1.0,5.0,,,,,,19.0,6.0,17.0,30.0,40.0,20.0,1.0,3.0,4.0,2.0,11.0,56.0,14.0,4.0,5.0,35.0,3.0,,,2.0,,,1.0,,2.0,3.0,,,,2.0,,,,,,,,,1.0,,,,,,,,
cpl::Football_Player::1b51a11201234c7ea6415ff935930a82,A. Baquero,Valour,Defender,2023,defender,26,1839,0,0,9,0,2,0,29,22,11,2,3,0,45,83.0,30,1.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,1702.0,3.0,207.0,1839.0,69.0,,17.0,91.0,3.0,,976.0,8.0,143.0,,180.0,18.0,36.0,4.0,469.0,18.0,,,22.0,1.0,27.0,37.0,1201.0,130.0,558.0,,,26.0,453.0,473.0,120.0,,10.0,62.0,,89.0,124.0,,345.0,10.0,26.0,1182.0,145.0,,14.0,870.0,37.0,17.0,46.0,15.0,994.0,206.0,11.0,,74.0,50.0,,12.0,0.0,,20.0,23.0,17.0,2.0,8.0,,,,,,1.0,9.0,49.0,41.0,49.0,29.0,8.0,2.0,19.0,7.0,17.0,151.0,,16.0,1.0,139.0,11.0,,4.0,,,,2.0,,,7.0,,,,2.0,,,,4.0,,2.0,,1.0,1.0,,,,,,,,
cpl::Football_Player::c6f67d242759463b83daae21b4e090fd,Diego Espejo,Atlético,Defender,2023,defender,19,1590,1,0,9,0,3,0,15,20,20,0,5,1,81,83.0,23,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1118.0,5.0,154.0,1590.0,37.0,,44.0,93.0,3.0,,709.0,5.0,86.0,,140.0,31.0,13.0,5.0,319.0,18.0,,,20.0,,20.0,100.0,886.0,61.0,192.0,,,19.0,540.0,272.0,265.0,,8.0,91.0,,47.0,72.0,5.0,165.0,10.0,19.0,858.0,63.0,,5.0,660.0,54.0,13.0,28.0,16.0,732.0,102.0,20.0,5.0,49.0,53.0,1.0,,0.0,,10.0,20.0,1.0,3.0,1.0,,,,,,,9.0,1.0,2.0,1.0,15.0,1.0,3.0,3.0,8.0,,5.0,,,,30.0,1.0,,,,1.0,1.0,,,,6.0,,,,,1.0,0.0,1.0,,1.0,,,,,,1.0,1.0,,,,,
cpl::Football_Player::88981199ee1c47cbb911a6b22266e324,M. Tissot,Atlético,Defender,2023,defender,15,1066,2,0,10,0,2,0,16,8,17,3,1,0,66,76.0,17,1.44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,704.0,1.0,101.0,1066.0,32.0,,10.0,60.0,2.0,,303.0,4.0,82.0,,97.0,14.0,27.0,1.0,15.0,12.0,,,8.0,,15.0,21.0,413.0,56.0,179.0,,,15.0,138.0,173.0,114.0,,7.0,32.0,,37.0,19.0,,173.0,10.0,15.0,402.0,69.0,,2.0,293.0,15.0,7.0,23.0,30.0,312.0,96.0,17.0,,50.0,33.0,,7.0,0.0,,5.0,13.0,11.0,7.0,3.0,,,,,,1.0,10.0,25.0,13.0,28.0,16.0,1.0,2.0,17.0,3.0,5.0,79.0,1.0,5.0,,111.0,6.0,,,,,2.0,3.0,,,8.0,,2.0,,3.0,1.0,1.0,1.0,1.0,,,,1.0,,2.0,,,,,2.0,,
cpl::Football_Player::f40858671e354d42ad80fd9d251afb6f,R. Rama,Forge,Defender,2023,defender,28,2397,1,2,12,0,4,2,45,43,19,1,8,0,38,80.0,29,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,2039.0,8.0,278.0,2397.0,109.0,,16.0,123.0,6.0,,1024.0,3.0,216.0,,258.0,35.0,73.0,4.0,446.0,27.0,,,43.0,1.0,23.0,52.0,1338.0,136.0,526.0,,,28.0,542.0,574.0,88.0,,24.0,82.0,,135.0,53.0,,414.0,10.0,28.0,1302.0,196.0,,21.0,1007.0,42.0,31.0,76.0,27.0,1060.0,209.0,19.0,,107.0,101.0,1.0,15.0,0.0,,26.0,37.0,12.0,11.0,1.0,,,,,,,12.0,32.0,27.0,32.0,45.0,3.0,4.0,36.0,15.0,8.0,243.0,,7.0,,230.0,25.0,,2.0,2.0,1.0,1.0,1.0,,2.0,8.0,,,,,1.0,0.0,1.0,4.0,1.0,4.0,,,1.0,,,,,,,,
cpl::Football_Player::d46e06f14e0d47e58d6f5f00e1eabfa9,T. Meilleur-Giguère,Wanderers,Defender,2023,defender,29,2609,4,0,16,0,7,0,18,9,10,5,2,0,60,89.0,35,1.21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1884.0,2.0,188.0,2609.0,26.0,,70.0,111.0,4.0,,1361.0,9.0,67.0,,183.0,34.0,9.0,8.0,457.0,29.0,,,9.0,3.0,31.0,139.0,1589.0,130.0,284.0,,,29.0,1117.0,483.0,586.0,,5.0,94.0,,72.0,99.0,3.0,201.0,10.0,29.0,1547.0,94.0,,3.0,1302.0,116.0,10.0,28.0,32.0,1401.0,127.0,10.0,3.0,41.0,62.0,,3.0,0.0,,46.0,22.0,4.0,1.0,,,,,,,,16.0,1.0,1.0,1.0,18.0,6.0,7.0,3.0,22.0,,,,,,63.0,1.0,2.0,,,4.0,4.0,5.0,,,9.0,,1.0,,,1.0,3.0,2.0,,1.0,,,,,,,,,,,,
cpl::Football_Player::d29736b5baf24409acfa96d3a52436e1,A. Jean-Baptiste,Valour,Defender,2023,defender,9,487,0,0,3,0,1,0,3,1,2,1,0,0,40,83.0,7,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,336.0,,48.0,487.0,1.0,,9.0,18.0,1.0,,221.0,1.0,10.0,,32.0,9.0,1.0,,103.0,6.0,,,1.0,1.0,6.0,24.0,282.0,23.0,73.0,,,9.0,161.0,105.0,65.0,,,27.0,,14.0,25.0,,52.0,10.0,9.0,268.0,21.0,,1.0,209.0,22.0,4.0,7.0,3.0,234.0,36.0,2.0,,9.0,12.0,,1.0,0.0,,13.0,1.0,,3.0,3.0,,,,,,,3.0,,,,3.0,,1.0,,5.0,,,,,,9.0,,,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,
cpl::Football_Player::e879ca3a6c7e4bb9ba29edd41f2b202e,Z. Roy,Atlético,Defender,2023,defender,3,71,0,0,0,0,0,0,3,0,1,0,1,0,0,78.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46.0,1.0,7.0,71.0,1.0,,,5.0,,,24.0,,6.0,,9.0,2.0,3.0,,1.0,1.0,,,,,,,31.0,2.0,10.0,,,3.0,14.0,11.0,5.0,,1.0,2.0,,4.0,2.0,,13.0,10.0,3.0,31.0,5.0,,,22.0,3.0,,3.0,1.0,24.0,5.0,1.0,,5.0,2.0,,,0.0,,3.0,,1.0,1.0,2.0,,,,,,,,,3.0,,3.0,,,1.0,,,3.0,,,,14.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
cpl::Football_Player::7b0f6d51a0774b0691b240a3a96bc0ee,M. de Brienne,Atlético,Defender,2023,defender,20,1571,3,3,14,0,4,3,22,24,25,0,3,0,69,79.0,21,1.2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,1263.0,3.0,164.0,1571.0,73.0,,16.0,103.0,2.0,,595.0,8.0,160.0,,183.0,28.0,38.0,4.0,43.0,18.0,,,24.0,1.0,19.0,33.0,772.0,133.0,361.0,,,20.0,271.0,334.0,270.0,,28.0,69.0,,80.0,49.0,,303.0,10.0,20.0,758.0,95.0,,12.0,559.0,23.0,20.0,42.0,31.0,608.0,172.0,25.0,,87.0,43.0,,9.0,0.0,,7.0,40.0,21.0,4.0,2.0,,1.0,,,,30.0,14.0,24.0,17.0,51.0,22.0,3.0,4.0,29.0,2.0,24.0,85.0,21.0,15.0,8.0,125.0,21.0,2.0,2.0,2.0,2.0,3.0,,,3.0,10.0,,1.0,,,2.0,1.0,1.0,4.0,,2.0,1.0,,,1.0,,,,,,,
cpl::Football_Player::fd9ddb9946a84feeb1b5e9a8dd531160,A. Samaké,Valour,Defender,2023,defender,17,1457,1,0,4,0,2,0,9,18,13,0,4,0,77,87.0,20,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1112.0,4.0,127.0,1457.0,34.0,,49.0,88.0,2.0,,776.0,5.0,73.0,,136.0,10.0,7.0,5.0,226.0,17.0,,,18.0,,18.0,48.0,936.0,104.0,303.0,,,17.0,506.0,376.0,291.0,,3.0,42.0,,48.0,58.0,5.0,150.0,10.0,17.0,901.0,85.0,,7.0,751.0,63.0,8.0,17.0,19.0,809.0,87.0,13.0,5.0,39.0,40.0,,,0.0,,14.0,17.0,9.0,3.0,,,,,,,,4.0,,1.0,,9.0,1.0,2.0,8.0,5.0,,12.0,,,,43.0,3.0,1.0,,,1.0,1.0,,,,2.0,,,,,0.0,1.0,,,,,1.0,,,,,,,,,,
cpl::Football_Player::ebfeb9e972964148846658f57142a247,R. Thompson,York,Defender,2023,defender,15,1166,1,0,4,0,1,0,11,8,2,0,2,0,42,85.0,22,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,915.0,2.0,122.0,1166.0,16.0,,15.0,41.0,5.0,,668.0,4.0,42.0,,77.0,8.0,11.0,1.0,161.0,13.0,,,8.0,,17.0,36.0,805.0,61.0,216.0,,,15.0,467.0,339.0,278.0,,8.0,65.0,,36.0,58.0,1.0,128.0,10.0,15.0,784.0,57.0,,4.0,625.0,35.0,12.0,23.0,6.0,683.0,79.0,2.0,1.0,26.0,44.0,,,1.0,,20.0,6.0,1.0,2.0,2.0,,,,,,,4.0,1.0,,1.0,11.0,,1.0,,10.0,,,,,,27.0,,,,,1.0,1.0,,,,3.0,,,,,0.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,
cpl::Football_Player::83cede75122b41d0aad420f4fb5daf2e,J. Daley,Cavalry,Midfielder,2023,midfielder,27,2019,0,5,15,0,2,5,44,45,32,0,12,0,30,82.0,21,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,1317.0,12.0,186.0,2019.0,98.0,,6.0,112.0,3.0,,769.0,4.0,204.0,,224.0,41.0,38.0,5.0,200.0,23.0,,,45.0,2.0,18.0,22.0,995.0,134.0,445.0,,,27.0,369.0,350.0,237.0,,17.0,74.0,,112.0,29.0,,258.0,10.0,27.0,950.0,112.0,,30.0,780.0,20.0,26.0,70.0,27.0,809.0,150.0,32.0,,106.0,56.0,1.0,5.0,0.0,,14.0,31.0,4.0,11.0,4.0,,1.0,,,,,15.0,17.0,1.0,20.0,44.0,5.0,2.0,22.0,6.0,5.0,6.0,,5.0,,208.0,12.0,,12.0,2.0,,,,,5.0,13.0,,,,,,,2.0,3.0,,2.0,,,,,,,,,,,
cpl::Football_Player::423863e33e8f4745b70e6092f11a184d,B. Fisk,Vancouver FC,Midfielder,2023,midfielder,17,486,1,2,7,0,3,2,3,5,7,2,1,0,50,85.0,9,1.67,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,349.0,1.0,36.0,486.0,30.0,,3.0,19.0,1.0,,188.0,,46.0,,52.0,,10.0,1.0,19.0,4.0,,,5.0,2.0,8.0,2.0,232.0,26.0,141.0,,,17.0,64.0,69.0,52.0,,2.0,4.0,,33.0,9.0,,99.0,10.0,17.0,224.0,32.0,,4.0,187.0,6.0,1.0,4.0,14.0,196.0,53.0,7.0,,16.0,11.0,,4.0,0.0,,3.0,1.0,5.0,4.0,13.0,,,,,,15.0,7.0,16.0,,28.0,3.0,2.0,3.0,17.0,1.0,9.0,4.0,9.0,7.0,2.0,92.0,3.0,,7.0,2.0,1.0,1.0,2.0,,2.0,4.0,,,,1.0,0.0,1.0,,2.0,1.0,2.0,,,,,,,,,,,
