playerId,playerName,team,position,season,role,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,AerialsWonPercentage,Pass%,GoalsConceded,GAA,Corners,GoalsFreeKick,HitWoodwork,PenaltyAttempts,PenaltiesSuccessful,YellowRedCards,Xg,Xgefficiency,TacklesWonPercentage,DuelsWonPercentage,AerialDuelsWonPercentage,CrossCompletePercentage,TotalDistanceCovered,AverageDistanceCovered,TotalDistanceCoveredWalking,AverageDistanceCoveredWalking,TotalDistanceCoveredJogging,AverageDistanceCoveredJogging,TotalDistanceCoveredLowIntensityRunning,AverageDistanceCoveredLowIntensityRunning,TotalDistanceCoveredSprinting,AverageDistanceCoveredSprinting,TotalDistanceCoveredHighIntensityRunning,AverageDistanceCoveredHighIntensityRunning,Sprints,SavesMade,TimePlayed,GkSuccessfulDistribution,PenaltiesConceded,SuccessfulLaunches,OpenPlayPasses,CornersWon,BackwardPasses,SuccessfulPassesOppositionHalf,UnsuccessfulLaunches,YellowCards,UnsuccessfulLongPasses,TotalLossesOfPossession,SuccessfulPassesOwnHalf,UnsuccessfulShortPasses,PenaltyGoalsConceded,Punches,TotalPasses,TotalFoulsConceded,SuccessfulShortPasses,GoalsConcededInsideBox,TotalUnsuccessfulPasses(ExclCrosses&Corners),RightsidePasses,KeyPasses(attemptAssists),UnsuccessfulPassesOppositionHalf,PenaltiesSaved,GoalkeeperSmother,Recoveries,Starts,Drops,UnsuccessfulPassesOwnHalf,Touches,Appearances,FoulAttemptedTackle,Catches,GroundDuels,ForwardPasses,TotalTouchesInOppositionBox,Index,DuelsWon,SuccessfulLongPasses,TotalFoulsWon,SavesMadeFromOutsideBox,SavesMade-Parried,AerialDuelsWon,Duels,TotalClearances,SavesMadeFromInsideBox,PenaltiesFaced,GamesPlayed,SavesFromPenalty,SavesMade-Caught,GkUnsuccessfulDistribution,GroundDuelsLost,LeftsidePasses,SuccessfulOpenPlayPasses,TotalSuccessfulPasses(ExclCrosses&Corners),AerialDuels,CleanSheets,DuelsLost,GroundDuelsWon,GoalsConcededOutsideBox,SubstituteOff,TotalRedCards,StraightRedCards,CrossesNotClaimed,OwnGoalScored,SuccessfulDribbles,TotalTackles,Putthrough/blockedDistribution,HandballsConceded,LastManTackle,TacklesWon,Interceptions,Putthrough/blockedDistributionWon,AerialDuelsLost,TacklesLost,ThrowInsToOwnPlayer,SubstituteOn,ShotsOffTarget(incWoodwork),TotalShots,BlockedShots,Blocks,ClearancesOffTheLine,UnsuccessfulCrossesOpenPlay,SuccessfulCrosses&Corners,ThrowInsToOppositionPlayer,SuccessfulCrossesOpenPlay,UnsuccessfulDribbles,UnsuccessfulCrosses&Corners,ThroughBalls,SuccessfulLay-offs,CornersTaken(inclShortCorners),RedCards-2ndYellow,UnsuccessfulCornersIntoBox,Assists(intentional),GoalAssists,Offsides,SuccessfulCornersIntoBox,ShotsOnTarget(IncGoals),AttemptsFromSetPieces,Goals,RightFootGoals,GoalsFromInsideBox,UnsuccessfulLay-offs,HeadedGoals,GoalsFromOutsideBox,LeftFootGoals,FoulWonPenalty,SecondGoalAssists,SetPiecesGoals,PenaltiesTaken,PenaltyGoals,OtherGoals,PenaltiesOffTarget,WinningGoal,HomeGoals,AwayGoals,TimesTackled,GoalKicks,Overruns,LastPlayerTackle,Carries,ProgressiveCarries,TotalBigChancesCreated,TotalBigChancesSaved,FinalThirdTouches,TotalBigChancesScored,TotalBigChancesMissed,GoalsOpenplay
cpl::Football_Player::b81cbecf6fd24278954a45cb13e12632,K. Moses,Edmonton,Defender,2019,defender,15,970,0,0,9,0,1,0,14,12,20,0,2,0,69,76.0,13,1.21,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,970.0,,1.0,8.0,353.0,4.0,46.0,130.0,14.0,2.0,40.0,134.0,152.0,52.0,3.0,,372.0,12.0,241.0,13.0,92.0,40.0,4.0,79.0,,,50.0,11.0,,26.0,582.0,15.0,5.0,,62.0,167.0,18.0,10.0,78.0,39.0,20.0,,,32.0,108.0,26.0,,,15.0,,,,16.0,119.0,262.0,280.0,46.0,1.0,30.0,46.0,,3.0,,,,,6.0,22.0,16.0,,,14.0,16.0,7.0,14.0,8.0,33.0,4.0,8.0,9.0,3.0,7.0,,13.0,2.0,8.0,2.0,,13.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::9872d0a42804454098f50f548fd3f290,P. Schaale,Wanderers,Defender,2019,defender,17,1530,1,1,18,0,5,1,31,20,6,1,2,0,60,69.0,23,1.35,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1530.0,,,6.0,625.0,5.0,16.0,115.0,24.0,2.0,111.0,229.0,342.0,99.0,2.0,,667.0,20.0,388.0,21.0,210.0,93.0,3.0,136.0,,,90.0,17.0,,74.0,933.0,17.0,7.0,,91.0,364.0,25.0,10.0,107.0,69.0,6.0,,,54.0,181.0,100.0,,,17.0,,,,38.0,194.0,420.0,457.0,90.0,5.0,74.0,53.0,2.0,,,,,,6.0,42.0,15.0,,,31.0,24.0,4.0,36.0,11.0,2.0,,13.0,18.0,5.0,18.0,,,,1.0,,,,,,,,,,1.0,1.0,,5.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::7f9d7ceadf134f2c802fd76f21983b46,B. Smith,Pacific,Defender,2019,defender,24,2004,0,5,7,0,0,5,24,23,24,3,3,0,53,82.0,41,1.84,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2004.0,,,20.0,1031.0,7.0,216.0,366.0,49.0,3.0,74.0,305.0,500.0,123.0,4.0,,1050.0,23.0,776.0,36.0,197.0,381.0,16.0,176.0,,,147.0,22.0,,65.0,1585.0,24.0,8.0,,114.0,412.0,12.0,10.0,85.0,77.0,24.0,,,21.0,153.0,52.0,,,24.0,,,,50.0,41.0,836.0,853.0,39.0,2.0,68.0,64.0,5.0,,,,,,9.0,33.0,26.0,2.0,,24.0,41.0,13.0,18.0,9.0,178.0,2.0,7.0,7.0,2.0,5.0,,44.0,13.0,22.0,13.0,6.0,44.0,,2.0,,,,4.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::d1f7a45d1b0d48fa84ac505abc9a8a91,M. Temguia,Edmonton,Defender,2019,defender,27,2430,2,0,10,0,5,0,42,40,29,0,3,0,63,80.0,30,1.11,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2430.0,,3.0,20.0,1276.0,2.0,107.0,229.0,53.0,3.0,141.0,318.0,813.0,123.0,5.0,,1306.0,40.0,948.0,27.0,264.0,430.0,4.0,165.0,,,148.0,27.0,,100.0,1692.0,27.0,20.0,,178.0,563.0,25.0,10.0,142.0,94.0,29.0,,,44.0,247.0,80.0,,,27.0,,,,80.0,206.0,1021.0,1042.0,69.0,8.0,105.0,98.0,3.0,,,,,,7.0,63.0,27.0,1.0,,42.0,54.0,20.0,25.0,21.0,17.0,,5.0,10.0,2.0,13.0,,1.0,,5.0,,6.0,1.0,,,,,,,,,,5.0,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::5dd63e2f035e4b68a7987b7a747ecd51,L. MacNaughton,,Defender,2019,defender,20,1704,2,0,5,0,2,0,15,24,12,0,2,1,58,86.0,26,1.37,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1704.0,,3.0,21.0,1022.0,1.0,96.0,188.0,45.0,2.0,79.0,161.0,718.0,71.0,4.0,,1055.0,24.0,807.0,24.0,150.0,169.0,,99.0,,,72.0,19.0,,52.0,1283.0,20.0,7.0,,60.0,403.0,7.0,10.0,80.0,98.0,12.0,,,47.0,140.0,97.0,,,20.0,,,,27.0,387.0,875.0,905.0,80.0,3.0,60.0,33.0,2.0,1.0,1.0,,,,3.0,20.0,11.0,,,15.0,29.0,5.0,33.0,5.0,3.0,1.0,3.0,5.0,1.0,16.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::46e85b6f18f042fe837554290482828b,A. Đidić,Atlético,Defender,2019,defender,19,1650,0,3,21,0,10,3,20,21,3,2,3,0,76,82.0,25,1.36,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1650.0,,2.0,18.0,906.0,5.0,67.0,205.0,33.0,3.0,72.0,190.0,559.0,98.0,5.0,,933.0,21.0,638.0,21.0,170.0,131.0,13.0,104.0,,,92.0,19.0,,66.0,1180.0,19.0,7.0,,59.0,357.0,47.0,10.0,108.0,125.0,3.0,,,73.0,155.0,109.0,,,19.0,,,,24.0,378.0,740.0,763.0,96.0,4.0,47.0,35.0,4.0,1.0,,,,1.0,4.0,29.0,7.0,,,20.0,23.0,3.0,23.0,9.0,1.0,,11.0,21.0,2.0,19.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,3.0,2.0,,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::907ea07d836b4d78a6fd1c95e7081ee6,D. Zator,Cavalry,Defender,2019,defender,29,2425,1,2,22,0,7,2,30,17,20,2,0,0,60,73.0,17,0.63,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2425.0,,,29.0,1383.0,11.0,104.0,332.0,75.0,,175.0,508.0,722.0,220.0,2.0,,1445.0,17.0,926.0,17.0,395.0,153.0,12.0,284.0,,,143.0,26.0,,133.0,1943.0,29.0,10.0,,125.0,703.0,67.0,10.0,170.0,124.0,20.0,,,90.0,273.0,77.0,,,29.0,,,,45.0,485.0,1002.0,1050.0,148.0,11.0,103.0,80.0,,,,,,,16.0,45.0,44.0,,,30.0,51.0,19.0,58.0,15.0,70.0,3.0,15.0,22.0,8.0,12.0,,22.0,4.0,46.0,4.0,8.0,22.0,1.0,,,,,1.0,2.0,2.0,,7.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::4d80c00c2a1f41918fca2b04e26b6034,D. Edgar,Ottawa Fury,Defender,2019,defender,11,834,1,0,6,0,2,0,6,5,3,1,1,0,65,84.0,5,0.54,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,834.0,,,5.0,471.0,,24.0,133.0,14.0,1.0,45.0,94.0,287.0,39.0,2.0,,504.0,5.0,384.0,4.0,84.0,65.0,,62.0,,,38.0,9.0,,24.0,596.0,11.0,4.0,,26.0,233.0,8.0,10.0,29.0,36.0,3.0,,,13.0,46.0,35.0,,,11.0,,,,10.0,182.0,393.0,420.0,20.0,6.0,17.0,16.0,1.0,,,,,,1.0,12.0,3.0,,,6.0,8.0,2.0,7.0,6.0,,2.0,4.0,6.0,,5.0,,2.0,,1.0,,,2.0,,,,,,,,1.0,,2.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::d598a27118fe42fc8fe3eb136ed467f5,S. Furlano,York,Defender,2019,defender,15,517,0,2,3,0,1,2,9,15,4,0,4,0,53,75.0,11,1.91,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,517.0,,,1.0,216.0,2.0,37.0,77.0,5.0,4.0,22.0,86.0,98.0,35.0,,,227.0,15.0,159.0,6.0,57.0,47.0,7.0,48.0,,,24.0,4.0,,16.0,326.0,15.0,9.0,,46.0,88.0,11.0,10.0,27.0,11.0,4.0,,,8.0,61.0,6.0,,,15.0,,,,27.0,55.0,162.0,170.0,15.0,,34.0,19.0,5.0,2.0,,,,,2.0,14.0,7.0,,,9.0,11.0,3.0,7.0,5.0,7.0,11.0,2.0,3.0,,2.0,,4.0,5.0,4.0,4.0,4.0,7.0,,,4.0,,3.0,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::b4a511eace5b4ce18a0944a6b52b4827,H. Starostzik,Pacific,Defender,2019,defender,15,1161,1,0,5,0,2,0,11,18,5,1,3,0,76,87.0,21,1.63,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1161.0,,,10.0,679.0,,41.0,99.0,25.0,3.0,50.0,95.0,506.0,41.0,3.0,,695.0,18.0,545.0,18.0,91.0,248.0,3.0,54.0,,,61.0,13.0,,37.0,840.0,15.0,8.0,,38.0,274.0,6.0,10.0,47.0,59.0,5.0,,,32.0,80.0,70.0,,,15.0,,,,23.0,132.0,591.0,604.0,42.0,2.0,33.0,15.0,3.0,2.0,,,,,,13.0,7.0,,,11.0,24.0,3.0,10.0,2.0,2.0,2.0,3.0,5.0,1.0,8.0,,,1.0,,1.0,,,,,,,,,,1.0,,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::8d7834c08c834b28a4daef064d1e6041,D. Krutzen,Forge,Defender,2019,defender,28,2471,1,2,11,0,5,2,24,23,13,0,0,0,55,78.0,24,0.87,14,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2471.0,,,21.0,1510.0,9.0,105.0,525.0,61.0,,191.0,431.0,694.0,159.0,3.0,,1562.0,23.0,1041.0,21.0,350.0,465.0,16.0,285.0,,,155.0,27.0,,89.0,2030.0,28.0,14.0,,108.0,731.0,17.0,10.0,113.0,171.0,13.0,,,47.0,193.0,95.0,,,28.0,,,,42.0,261.0,1177.0,1212.0,85.0,12.0,80.0,66.0,3.0,1.0,,,,,5.0,49.0,26.0,,,24.0,44.0,18.0,38.0,25.0,97.0,1.0,6.0,11.0,1.0,9.0,,11.0,7.0,27.0,1.0,1.0,24.0,,1.0,14.0,,6.0,2.0,2.0,,5.0,5.0,4.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::0437038bc2254a4a93d8d74d4278c768,M. Mohsen,Forge,Defender,2019,defender,9,363,1,0,4,0,1,0,5,9,8,0,2,0,45,79.0,2,0.5,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,363.0,,1.0,3.0,108.0,,27.0,53.0,3.0,2.0,4.0,71.0,38.0,20.0,1.0,,111.0,9.0,83.0,2.0,24.0,44.0,4.0,28.0,,,10.0,4.0,,4.0,244.0,9.0,4.0,,51.0,36.0,3.0,10.0,26.0,4.0,8.0,,,5.0,62.0,5.0,,,9.0,,,,30.0,4.0,84.0,87.0,11.0,1.0,36.0,21.0,,3.0,,,,,4.0,9.0,5.0,,,5.0,5.0,2.0,6.0,4.0,29.0,5.0,3.0,4.0,,1.0,,6.0,4.0,9.0,2.0,4.0,8.0,,,4.0,,2.0,,,,2.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::687b021f2aa1423b944774a5ae2266fa,B. Owundi,Forge,Defender,2019,defender,22,1757,0,0,2,0,0,0,14,17,12,1,4,0,54,83.0,20,1.02,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1757.0,,,18.0,1025.0,1.0,72.0,259.0,46.0,4.0,94.0,195.0,615.0,87.0,1.0,,1054.0,17.0,815.0,17.0,181.0,378.0,,130.0,,,92.0,19.0,,52.0,1269.0,22.0,8.0,,66.0,442.0,6.0,10.0,74.0,58.0,12.0,,,37.0,134.0,91.0,,,22.0,,,,29.0,162.0,847.0,873.0,68.0,7.0,60.0,37.0,3.0,1.0,,,,,5.0,20.0,18.0,,,14.0,24.0,7.0,31.0,6.0,3.0,3.0,2.0,2.0,1.0,10.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::ebfeb9e972964148846658f57142a247,R. Thompson,York,Defender,2019,defender,10,802,0,0,3,0,0,0,5,9,3,0,1,0,57,85.0,9,1.01,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,802.0,,,4.0,519.0,1.0,14.0,103.0,18.0,1.0,43.0,89.0,342.0,38.0,,,526.0,9.0,389.0,6.0,81.0,153.0,4.0,51.0,,,40.0,9.0,,30.0,635.0,10.0,4.0,,30.0,223.0,5.0,10.0,37.0,56.0,3.0,,,23.0,70.0,43.0,,,10.0,,,,16.0,136.0,438.0,445.0,40.0,2.0,33.0,14.0,3.0,1.0,,,,1.0,1.0,10.0,3.0,,,5.0,18.0,1.0,17.0,5.0,2.0,1.0,3.0,3.0,,10.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::4a6631a1e64048b684e1097684c7e88b,L. Gasparotto,York,Defender,2019,defender,28,2520,1,0,14,0,5,0,24,22,24,2,3,0,76,84.0,37,1.32,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2520.0,,1.0,16.0,1355.0,1.0,104.0,220.0,49.0,3.0,87.0,257.0,943.0,149.0,1.0,,1399.0,22.0,1074.0,27.0,236.0,278.0,9.0,135.0,,,140.0,28.0,,101.0,1740.0,28.0,10.0,,94.0,581.0,48.0,10.0,189.0,89.0,24.0,,,128.0,262.0,116.0,,,28.0,,,,33.0,436.0,1123.0,1163.0,168.0,6.0,73.0,61.0,10.0,,,,,,8.0,33.0,18.0,1.0,,24.0,50.0,8.0,40.0,9.0,8.0,,9.0,14.0,7.0,28.0,,,,,,3.0,,,,,,,,,2.0,,5.0,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::9a8c1c58c9cb40d0be8f066b13f3ba47,J. Murrell,Valour,Defender,2019,defender,20,1784,0,0,4,0,3,0,27,30,14,0,4,1,64,77.0,33,1.66,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1784.0,,1.0,9.0,712.0,7.0,52.0,218.0,49.0,4.0,100.0,220.0,344.0,77.0,4.0,,738.0,30.0,494.0,28.0,177.0,171.0,5.0,131.0,,,88.0,20.0,,55.0,1052.0,20.0,18.0,,125.0,340.0,12.0,10.0,110.0,67.0,14.0,,,42.0,190.0,64.0,,,20.0,,,,57.0,175.0,543.0,561.0,65.0,4.0,80.0,68.0,5.0,1.0,1.0,1.0,,1.0,8.0,46.0,15.0,1.0,,27.0,25.0,9.0,23.0,19.0,60.0,,1.0,4.0,1.0,15.0,1.0,9.0,1.0,6.0,1.0,7.0,9.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::6981001867ad42d9b6d9bfc216cfab71,D. Samuel,Forge,Defender,2019,defender,26,2134,0,1,2,0,0,1,29,43,39,0,5,1,51,79.0,19,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2134.0,,2.0,8.0,888.0,7.0,78.0,319.0,42.0,5.0,72.0,291.0,411.0,121.0,2.0,,919.0,43.0,663.0,16.0,193.0,150.0,4.0,119.0,,,110.0,25.0,,85.0,1409.0,26.0,22.0,,161.0,446.0,10.0,10.0,124.0,63.0,39.0,,,31.0,221.0,75.0,,,26.0,,,,68.0,245.0,699.0,726.0,60.0,8.0,97.0,93.0,3.0,4.0,1.0,,,,12.0,43.0,27.0,,,29.0,32.0,14.0,29.0,14.0,117.0,1.0,2.0,2.0,,9.0,,11.0,4.0,26.0,4.0,8.0,11.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::e7267f506fe9420b8f1529ab912d5a08,M. Hamilton,Cavalry,Defender,2019,defender,18,1275,0,2,4,0,1,2,19,13,12,4,1,0,70,85.0,12,0.85,2,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1275.0,,,2.0,578.0,5.0,114.0,226.0,12.0,1.0,24.0,176.0,293.0,67.0,1.0,,605.0,13.0,485.0,9.0,91.0,52.0,6.0,82.0,,,82.0,14.0,,30.0,925.0,18.0,7.0,,116.0,218.0,17.0,10.0,67.0,29.0,12.0,,,7.0,126.0,12.0,,,18.0,,,,56.0,221.0,490.0,514.0,10.0,5.0,59.0,60.0,3.0,3.0,,,,,15.0,33.0,30.0,,,19.0,8.0,11.0,3.0,14.0,100.0,4.0,3.0,4.0,2.0,3.0,,20.0,5.0,17.0,5.0,9.0,21.0,,,2.0,,1.0,1.0,2.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::cfb4634bc5a0472c9999c3364d73937c,A. De Carolis,Wanderers,Defender,2019,defender,17,1246,0,0,10,0,4,0,21,14,7,1,3,0,46,71.0,21,1.52,8,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1246.0,,,6.0,440.0,8.0,92.0,137.0,23.0,3.0,51.0,249.0,200.0,85.0,,,468.0,14.0,304.0,17.0,136.0,112.0,11.0,104.0,,,79.0,15.0,,47.0,831.0,17.0,3.0,,105.0,244.0,10.0,10.0,64.0,28.0,7.0,,,15.0,137.0,35.0,,,17.0,,,,56.0,20.0,310.0,332.0,32.0,3.0,73.0,49.0,4.0,4.0,,,,,8.0,35.0,18.0,,,21.0,13.0,7.0,17.0,14.0,99.0,2.0,6.0,10.0,1.0,4.0,,8.0,5.0,51.0,3.0,12.0,15.0,1.0,,8.0,,2.0,,,1.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::dbae960e1a0c4c7ba2104c9a904d6ab5,K. Awuah,Forge,Defender,2019,defender,27,1975,0,5,5,0,1,5,43,30,22,3,4,0,44,80.0,18,0.82,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1975.0,,,5.0,1022.0,7.0,180.0,481.0,22.0,4.0,57.0,409.0,365.0,162.0,2.0,,1054.0,30.0,788.0,15.0,219.0,356.0,24.0,183.0,,,164.0,22.0,,61.0,1670.0,27.0,15.0,,230.0,396.0,27.0,10.0,131.0,47.0,22.0,,,21.0,277.0,19.0,,,27.0,,,,120.0,122.0,804.0,835.0,47.0,9.0,146.0,110.0,3.0,5.0,,,,,27.0,61.0,35.0,2.0,,43.0,41.0,15.0,26.0,18.0,162.0,5.0,4.0,5.0,1.0,4.0,1.0,25.0,11.0,28.0,11.0,27.0,25.0,,5.0,1.0,,,3.0,5.0,3.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::1669b606345b4345b00d59de89c1c7eb,D. Abzi,Blainville,Defender,2019,defender,24,1814,1,4,23,0,10,4,33,29,16,2,3,0,59,79.0,22,1.09,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1814.0,1.0,1.0,9.0,962.0,25.0,166.0,319.0,31.0,3.0,74.0,444.0,472.0,142.0,1.0,,993.0,29.0,714.0,15.0,216.0,446.0,19.0,202.0,,,157.0,21.0,,73.0,1728.0,24.0,11.0,,227.0,350.0,59.0,10.0,138.0,63.0,16.0,,,26.0,271.0,31.0,,,24.0,,,,115.0,31.0,747.0,777.0,44.0,5.0,133.0,112.0,7.0,2.0,,,,,52.0,45.0,52.0,3.0,,33.0,49.0,18.0,18.0,12.0,180.0,3.0,13.0,23.0,6.0,5.0,,58.0,14.0,25.0,14.0,49.0,59.0,,,1.0,,1.0,2.0,4.0,2.0,,10.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::e326249a70d9429ea38dcc14c036af89,M. Arguiñarena,Valour,Defender,2019,defender,18,1534,0,1,8,0,2,1,34,14,32,0,1,0,54,76.0,26,1.53,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1534.0,,1.0,9.0,608.0,7.0,82.0,266.0,27.0,1.0,56.0,230.0,231.0,100.0,2.0,,642.0,14.0,432.0,22.0,156.0,214.0,12.0,139.0,,,84.0,17.0,,45.0,1094.0,18.0,8.0,,149.0,326.0,4.0,10.0,117.0,54.0,32.0,,,17.0,180.0,19.0,,,18.0,,,,49.0,20.0,460.0,486.0,31.0,3.0,63.0,100.0,4.0,1.0,,,,,13.0,55.0,28.0,1.0,,34.0,36.0,12.0,14.0,21.0,155.0,1.0,6.0,8.0,2.0,6.0,2.0,23.0,11.0,19.0,8.0,4.0,28.0,,,6.0,,3.0,1.0,1.0,,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::3a791a9f988043e08a7483106f92c55c,O.Oyegunle,Forge,Defender,2019,defender,1,38,0,0,0,0,0,0,0,1,1,0,0,0,0,58.0,3,7.11,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,38.0,,,,7.0,,1.0,1.0,,,,8.0,3.0,3.0,,,7.0,1.0,3.0,2.0,3.0,3.0,,5.0,,,,,,,22.0,1.0,,,2.0,3.0,,10.0,2.0,1.0,1.0,,,,3.0,1.0,,,1.0,,,,,,4.0,4.0,1.0,,1.0,2.0,1.0,,,,,,,1.0,4.0,,,,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,2.0,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::d673ea35954f4370867e9810a89a6902,C. Hocine,Wanderers,Defender,2019,defender,4,352,0,0,0,0,0,0,2,7,1,0,1,0,66,75.0,5,1.28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,352.0,,,2.0,123.0,,8.0,23.0,4.0,1.0,18.0,35.0,71.0,15.0,1.0,,127.0,7.0,84.0,3.0,33.0,26.0,,20.0,,,16.0,4.0,,13.0,161.0,4.0,3.0,,10.0,60.0,,10.0,9.0,10.0,1.0,,,6.0,19.0,12.0,,,4.0,,,,7.0,33.0,92.0,94.0,9.0,1.0,10.0,3.0,2.0,1.0,,,,,,2.0,1.0,,,2.0,8.0,,3.0,,1.0,,,,,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
